Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-1040,CD630_09300,1105181,1105907,G12WB-1040-MONOMER,AM180355.1
G12WB-2875,CD630_r0260,3152565,3154072,G12WB-2875-rRNA,AM180355.1
G12WB-1472,CD630_13370,1552218,1552971,G12WB-1472-MONOMER,AM180355.1
G12WB-165,CD630_r0070,124151,125658,G12WB-165-rRNA,AM180355.1
G12WB-27,CD630_r0050,27033,29932,G12WB-27-rRNA,AM180355.1
G12WB-3437,CD630_32700,3829869,3830535,G12WB-3437-MONOMER,AM180355.1
G12WB-12,CD630_r0010,10811,12318,G12WB-12-rRNA,AM180355.1
G12WB-202,CD630_r0170,149050,151949,G12WB-202-rRNA,AM180355.1
G12WB-3849,CD630_36580,4269433,4269883,G12WB-3849-MONOMER,AM180355.1
G12WB-1150,CD630_r0220,1209212,1210719,G12WB-1150-rRNA,AM180355.1
G12WB-420,CD630_r0190,377338,378845,G12WB-420-rRNA,AM180355.1
G12WB-1921,CD630_17740,2055836,2056640,G12WB-1921-MONOMER,AM180355.1
G12WB-196,CD630_r0140,143656,146555,G12WB-196-rRNA,AM180355.1
G12WB-3734,CD630_r0300,4146942,4147062,G12WB-3734-rRNA,AM180355.1
G12WB-791,CD630_06820,825568,827167,G12WB-791-MONOMER,AM180355.1
G12WB-189,CD630_r0110,133107,136006,G12WB-189-rRNA,AM180355.1
G12WB-3592,CD630_r0270,4004286,4004406,G12WB-3592-rRNA,AM180355.1
G12WB-2157,CD630_20120,2321692,2322505,G12WB-2157-MONOMER,AM180355.1
G12WB-167,CD630_r0080,126160,129059,G12WB-167-rRNA,AM180355.1
G12WB-28,CD630_r0060,30114,30233,G12WB-28-rRNA,AM180355.1
G12WB-2585,CD630_24330,2810243,2811122,G12WB-2585-MONOMER,AM180355.1
G12WB-14,CD630_r0020,12821,15720,G12WB-14-rRNA,AM180355.1
G12WB-203,CD630_r0180,152067,152197,G12WB-203-rRNA,AM180355.1
G12WB-2988,CD630_28280,3300159,3301359,G12WB-2988-MONOMER,AM180355.1
G12WB-1151,CD630_r0230,1211103,1214003,G12WB-1151-rRNA,AM180355.1
G12WB-421,CD630_r0200,379065,381964,G12WB-421-rRNA,AM180355.1
G12WB-1007,CD630_08990,1082005,1083103,G12WB-1007-MONOMER,AM180355.1
G12WB-197,CD630_r0150,146757,146877,G12WB-197-rRNA,AM180355.1
G12WB-3735,CD630_r0310,4147188,4150087,G12WB-3735-rRNA,AM180355.1
G12WB-1458,CD630_13230,1533435,1534170,G12WB-1458-MONOMER,AM180355.1
G12WB-190,CD630_r0120,136133,136253,G12WB-190-rRNA,AM180355.1
G12WB-3593,CD630_r0280,4004532,4007432,G12WB-3593-rRNA,AM180355.1
G12WB-3418,CD630_32510,3805242,3806109,G12WB-3418-MONOMER,AM180355.1
G12WB-168,CD630_r0090,129192,129311,G12WB-168-rRNA,AM180355.1
G12WB-2874,CD630_r0250,3149384,3152283,G12WB-2874-rRNA,AM180355.1
G12WB-3827,CD630_36400,4249365,4250358,G12WB-3827-MONOMER,AM180355.1
G12WB-15,CD630_r0030,15838,15968,G12WB-15-rRNA,AM180355.1
G12WB-26,CD630_r0040,25266,26773,G12WB-26-rRNA,AM180355.1
G12WB-1902,CD630_17560,2034574,2035030,G12WB-1902-MONOMER,AM180355.1
G12WB-1153,CD630_r0240,1214178,1214298,G12WB-1153-rRNA,AM180355.1
G12WB-422,CD630_r0210,382092,382212,G12WB-422-rRNA,AM180355.1
G12WB-767,CD630_06580,785232,785613,G12WB-767-MONOMER,AM180355.1
G12WB-200,CD630_r0160,147163,148670,G12WB-200-rRNA,AM180355.1
G12WB-3736,CD630_r0320,4150396,4151903,G12WB-3736-rRNA,AM180355.1
G12WB-2135,CD630_19920,2299248,2300094,G12WB-2135-MONOMER,AM180355.1
G12WB-194,CD630_r0130,141708,143215,G12WB-194-rRNA,AM180355.1
G12WB-3594,CD630_r0290,4007691,4009197,G12WB-3594-rRNA,AM180355.1
G12WB-257,CD630_01530,202039,204748,G12WB-257-MONOMER,AM180355.1
G12WB-187,CD630_r0100,131098,132605,G12WB-187-rRNA,AM180355.1
G12WB-2966,CD630_28060,3276741,3277344,G12WB-2966-MONOMER,AM180355.1
G12WB-144,CD630_00880,110713,111223,G12WB-144-MONOMER,AM180355.1
G12WB-3393,CD630_32260,3775471,3776221,G12WB-3393-MONOMER,AM180355.1
G12WB-3809,CD630_36230,4228640,4229258,G12WB-3809-MONOMER,AM180355.1
G12WB-1883,CD630_17390,2014358,2015681,G12WB-1883-MONOMER,AM180355.1
G12WB-751,CD630_06420,764077,764296,G12WB-751-MONOMER,AM180355.1
G12WB-2115,CD630_19730,2274562,2275843,G12WB-2115-MONOMER,AM180355.1
G12WB-2554,CD630_24030,2771277,2771709,G12WB-2554-MONOMER,AM180355.1
G12WB-2949,CD630_27900,3246868,3247576,G12WB-2949-MONOMER,AM180355.1
G12WB-142,CD630_00860,109746,110289,G12WB-142-MONOMER,AM180355.1
G12WB-2990,CD630_28300,3302612,3303275,G12WB-2990-MONOMER,AM180355.1
G12WB-3451,CD630_32840,3845885,3846965,G12WB-3451-MONOMER,AM180355.1
G12WB-3374,CD630_32080,3754967,3755429,G12WB-3374-MONOMER,AM180355.1
G12WB-3785,CD630_35980,4205808,4206264,G12WB-3785-MONOMER,AM180355.1
G12WB-1857,CD630_17140,1988367,1988838,G12WB-1857-MONOMER,AM180355.1
G12WB-727,CD630_06180,742378,742816,G12WB-727-MONOMER,AM180355.1
G12WB-2098,CD630_19560,2255877,2256786,G12WB-2098-MONOMER,AM180355.1
G12WB-2535,CD630_23850,2753607,2755449,G12WB-2535-MONOMER,AM180355.1
G12WB-1421,CD630_12870,1495160,1495619,G12WB-1421-MONOMER,AM180355.1
G12WB-2934,CD630_27750,3225799,3226990,G12WB-2934-MONOMER,AM180355.1
G12WB-773,CD630_06640,804309,805008,G12WB-773-MONOMER,AM180355.1
G12WB-1409,CD630_12750,1481745,1482531,G12WB-1409-MONOMER,AM180355.1
G12WB-1402,CD630_12680,1473314,1474250,G12WB-1402-MONOMER,AM180355.1
G12WB-1716,CD630_15790,1828995,1830852,G12WB-1716-MONOMER,AM180355.1
G12WB-1764,CD630_16250,1882599,1883742,G12WB-1764-MONOMER,AM180355.1
G12WB-336,CD630_02330,297586,297979,G12WB-336-MONOMER,AM180355.1
G12WB-3422,CD630_32550,3810123,3810834,G12WB-3422-MONOMER,AM180355.1
G12WB-3765,CD630_35780,4178830,4179400,G12WB-3765-MONOMER,AM180355.1
G12WB-1839,CD630_16970,1969505,1969967,G12WB-1839-MONOMER,AM180355.1
G12WB-695,CD630_05830,698824,700054,G12WB-695-MONOMER,AM180355.1
G12WB-2078,CD630_19360,2233647,2234592,G12WB-2078-MONOMER,AM180355.1
G12WB-2515,CD630_23650,2732225,2733317,G12WB-2515-MONOMER,AM180355.1
G12WB-292,CD630_01870,245186,245771,G12WB-292-MONOMER,AM180355.1
G12WB-1387,CD630_12530,1457498,1457771,G12WB-1387-MONOMER,AM180355.1
G12WB-3342,CD630_31760,3712032,3713379,G12WB-3342-MONOMER,AM180355.1
G12WB-3744,CD630_35580,4158450,4159428,G12WB-3744-MONOMER,AM180355.1
G12WB-1820,CD630_16780,1953321,1953987,G12WB-1820-MONOMER,AM180355.1
G12WB-674,CD630_05620,669423,669828,G12WB-674-MONOMER,AM180355.1
G12WB-2059,CD630_19150,2216643,2217297,G12WB-2059-MONOMER,AM180355.1
G12WB-2498,CD630_23460,2715199,2715799,G12WB-2498-MONOMER,AM180355.1
G12WB-2903,CD630_27450,3185847,3186360,G12WB-2903-MONOMER,AM180355.1
G12WB-1360,CD630_12290,1427650,1429315,G12WB-1360-MONOMER,AM180355.1
G12WB-3325,CD630_31600,3691564,3692119,G12WB-3325-MONOMER,AM180355.1
G12WB-3845,CD630_t0870,0,73,G12WB-3845-tRNA,CD630_t0870
G12WB-3724,CD630_35430,4137953,4139384,G12WB-3724-MONOMER,AM180355.1
G12WB-211,CD630_t0770,0,72,G12WB-211-tRNA,CD630_t0770
G12WB-184,CD630_t0620,0,74,G12WB-184-tRNA,CD630_t0620
G12WB-1801,CD630_16601,1930765,1930873,G12WB-1801-MONOMER,AM180355.1
G12WB-169,CD630_t0470,0,72,G12WB-169-tRNA,CD630_t0470
G12WB-64,CD630_t0380,0,73,G12WB-64-tRNA,CD630_t0380
G12WB-654,CD630_05420,647385,647982,G12WB-654-MONOMER,AM180355.1
G12WB-51,CD630_t0250,0,73,G12WB-51-tRNA,CD630_t0250
G12WB-3842,CD630_t0840,0,72,G12WB-3842-tRNA,CD630_t0840
G12WB-2481,CD630_23290,2693214,2693865,G12WB-2481-MONOMER,AM180355.1
G12WB-208,CD630_t0740,0,71,G12WB-208-tRNA,CD630_t0740
G12WB-181,CD630_t0590,0,74,G12WB-181-tRNA,CD630_t0590
G12WB-2889,CD630_27320,3167085,3169206,G12WB-2889-MONOMER,AM180355.1
G12WB-1257,CD630_t0810,0,85,G12WB-1257-tRNA,CD630_t0810
G12WB-61,CD630_t0350,0,73,G12WB-61-tRNA,CD630_t0350
G12WB-1344,CD630_12130,1411396,1412455,G12WB-1344-MONOMER,AM180355.1
G12WB-48,CD630_t0220,0,71,G12WB-48-tRNA,CD630_t0220
G12WB-36,CD630_t0100,0,72,G12WB-36-tRNA,CD630_t0100
G12WB-3303,CD630_31400,3660778,3661195,G12WB-3303-MONOMER,AM180355.1
G12WB-205,CD630_t0710,0,86,G12WB-205-tRNA,CD630_t0710
G12WB-179,CD630_t0570,0,86,G12WB-179-tRNA,CD630_t0570
G12WB-371,CD630_02670,328397,328820,G12WB-371-MONOMER,AM180355.1
G12WB-58,CD630_t0320,0,81,G12WB-58-tRNA,CD630_t0320
G12WB-45,CD630_t0190,0,74,G12WB-45-tRNA,CD630_t0190
G12WB-1784,CD630_16450,1907044,1908247,G12WB-1784-MONOMER,AM180355.1
G12WB-33,CD630_t0070,0,71,G12WB-33-tRNA,CD630_t0070
G12WB-20,CD630_t0020,0,89,G12WB-20-tRNA,CD630_t0020
G12WB-638,CD630_05240,629021,630032,G12WB-638-MONOMER,AM180355.1
G12WB-176,CD630_t0540,0,74,G12WB-176-tRNA,CD630_t0540
G12WB-71,CD630_t0450,0,73,G12WB-71-tRNA,CD630_t0450
G12WB-2464,CD630_23120,2674008,2674800,G12WB-2464-MONOMER,AM180355.1
G12WB-55,CD630_t0290,0,74,G12WB-55-tRNA,CD630_t0290
G12WB-42,CD630_t0160,0,73,G12WB-42-tRNA,CD630_t0160
G12WB-1328,CD630_11970,1397735,1398353,G12WB-1328-MONOMER,AM180355.1
G12WB-30,CD630_t0040,0,86,G12WB-30-tRNA,CD630_t0040
G12WB-195,CD630_t0660,0,73,G12WB-195-tRNA,CD630_t0660
G12WB-2876,CD630_27190,3154446,3155385,G12WB-2876-MONOMER,AM180355.1
G12WB-173,CD630_t0510,0,72,G12WB-173-tRNA,CD630_t0510
G12WB-68,CD630_t0420,0,73,G12WB-68-tRNA,CD630_t0420
G12WB-3287,CD630_31240,3637049,3638483,G12WB-3287-MONOMER,AM180355.1
G12WB-39,CD630_t0130,0,74,G12WB-39-tRNA,CD630_t0130
G12WB-212,CD630_t0780,0,74,G12WB-212-tRNA,CD630_t0780
G12WB-3690,CD630_35090,4099466,4100375,G12WB-3690-MONOMER,AM180355.1
G12WB-185,CD630_t0630,0,73,G12WB-185-tRNA,CD630_t0630
G12WB-170,CD630_t0480,0,72,G12WB-170-tRNA,CD630_t0480
G12WB-1759,CD630_16200,1875529,1876780,G12WB-1759-MONOMER,AM180355.1
G12WB-65,CD630_t0390,0,74,G12WB-65-tRNA,CD630_t0390
G12WB-52,CD630_t0260,0,72,G12WB-52-tRNA,CD630_t0260
G12WB-618,CD630_05080,600033,601953,G12WB-618-MONOMER,AM180355.1
G12WB-3843,CD630_t0850,0,73,G12WB-3843-tRNA,CD630_t0850
G12WB-209,CD630_t0750,0,73,G12WB-209-tRNA,CD630_t0750
G12WB-2440,CD630_22870,2654271,2654595,G12WB-2440-MONOMER,AM180355.1
G12WB-182,CD630_t0600,0,73,G12WB-182-tRNA,CD630_t0600
G12WB-13,CD630_t0010,0,73,G12WB-13-tRNA,CD630_t0010
G12WB-1312,CD630_11810,1381337,1382288,G12WB-1312-MONOMER,AM180355.1
G12WB-62,CD630_t0360,0,73,G12WB-62-tRNA,CD630_t0360
G12WB-49,CD630_t0230,0,72,G12WB-49-tRNA,CD630_t0230
G12WB-2853,CD630_27000,3119408,3121433,G12WB-2853-MONOMER,AM180355.1
G12WB-37,CD630_t0110,0,82,G12WB-37-tRNA,CD630_t0110
G12WB-206,CD630_t0720,0,73,G12WB-206-tRNA,CD630_t0720
G12WB-327,CD630_02240,287474,288725,G12WB-327-MONOMER,AM180355.1
G12WB-1795,CD630_t0820,0,81,G12WB-1795-tRNA,CD630_t0820
G12WB-59,CD630_t0330,0,72,G12WB-59-tRNA,CD630_t0330
G12WB-1739,CD630_16000,1855593,1856382,G12WB-1739-MONOMER,AM180355.1
G12WB-46,CD630_t0200,0,74,G12WB-46-tRNA,CD630_t0200
G12WB-34,CD630_t0080,0,73,G12WB-34-tRNA,CD630_t0080
G12WB-3678,CD630_34970,4085103,4086552,G12WB-3678-MONOMER,AM180355.1
G12WB-201,CD630_t0690,0,73,G12WB-201-tRNA,CD630_t0690
G12WB-177,CD630_t0550,0,73,G12WB-177-tRNA,CD630_t0550
G12WB-602,CD630_04900,580546,581599,G12WB-602-MONOMER,AM180355.1
G12WB-855,CD630_t0790,0,88,G12WB-855-tRNA,CD630_t0790
G12WB-56,CD630_t0300,0,72,G12WB-56-tRNA,CD630_t0300
G12WB-2424,CD630_22710,2632580,2634359,G12WB-2424-MONOMER,AM180355.1
G12WB-43,CD630_t0170,0,74,G12WB-43-tRNA,CD630_t0170
G12WB-31,CD630_t0050,0,73,G12WB-31-tRNA,CD630_t0050
G12WB-1295,CD630_11650,1363604,1363973,G12WB-1295-MONOMER,AM180355.1
G12WB-198,CD630_t0670,0,86,G12WB-198-tRNA,CD630_t0670
G12WB-174,CD630_t0520,0,82,G12WB-174-tRNA,CD630_t0520
G12WB-2835,CD630_26830,3102741,3103311,G12WB-2835-MONOMER,AM180355.1
G12WB-69,CD630_t0430,0,71,G12WB-69-tRNA,CD630_t0430
G12WB-53,CD630_t0270,0,71,G12WB-53-tRNA,CD630_t0270
G12WB-3254,CD630_30930,3595435,3596173,G12WB-3254-MONOMER,AM180355.1
G12WB-40,CD630_t0140,0,73,G12WB-40-tRNA,CD630_t0140
G12WB-2873,CD630_t0830,0,72,G12WB-2873-tRNA,CD630_t0830
G12WB-1719,CD630_15820,1833687,1834953,G12WB-1719-MONOMER,AM180355.1
G12WB-186,CD630_t0640,0,74,G12WB-186-tRNA,CD630_t0640
G12WB-171,CD630_t0490,0,73,G12WB-171-tRNA,CD630_t0490
G12WB-3663,CD630_34830,4070187,4070868,G12WB-3663-MONOMER,AM180355.1
G12WB-66,CD630_t0400,0,74,G12WB-66-tRNA,CD630_t0400
G12WB-3844,CD630_t0860,0,72,G12WB-3844-tRNA,CD630_t0860
G12WB-584,CD630_04720,562846,563524,G12WB-584-MONOMER,AM180355.1
G12WB-210,CD630_t0760,0,74,G12WB-210-tRNA,CD630_t0760
G12WB-183,CD630_t0610,0,74,G12WB-183-tRNA,CD630_t0610
G12WB-2403,CD630_22470,2600998,2604397,G12WB-2403-MONOMER,AM180355.1
G12WB-166,CD630_t0460,0,73,G12WB-166-tRNA,CD630_t0460
G12WB-63,CD630_t0370,0,86,G12WB-63-tRNA,CD630_t0370
G12WB-1278,CD630_11480,1345601,1348580,G12WB-1278-MONOMER,AM180355.1
G12WB-50,CD630_t0240,0,86,G12WB-50-tRNA,CD630_t0240
G12WB-38,CD630_t0120,0,81,G12WB-38-tRNA,CD630_t0120
G12WB-282,CD630_01760,233013,234240,G12WB-282-MONOMER,AM180355.1
G12WB-207,CD630_t0730,0,72,G12WB-207-tRNA,CD630_t0730
G12WB-180,CD630_t0580,0,88,G12WB-180-tRNA,CD630_t0580
G12WB-324,CD630_02210,284275,285352,G12WB-324-MONOMER,AM180355.1
G12WB-1152,CD630_t0800,0,71,G12WB-1152-tRNA,CD630_t0800
G12WB-60,CD630_t0340,0,74,G12WB-60-tRNA,CD630_t0340
G12WB-1693,CD630_15540,1801148,1801817,G12WB-1693-MONOMER,AM180355.1
G12WB-47,CD630_t0210,0,73,G12WB-47-tRNA,CD630_t0210
G12WB-35,CD630_t0090,0,74,G12WB-35-tRNA,CD630_t0090
G12WB-3647,CD630_34670,4058643,4058904,G12WB-3647-MONOMER,AM180355.1
G12WB-204,CD630_t0700,0,72,G12WB-204-tRNA,CD630_t0700
G12WB-178,CD630_t0560,0,73,G12WB-178-tRNA,CD630_t0560
G12WB-568,CD630_04560,542072,544316,G12WB-568-MONOMER,AM180355.1
G12WB-57,CD630_t0310,0,82,G12WB-57-tRNA,CD630_t0310
G12WB-44,CD630_t0180,0,74,G12WB-44-tRNA,CD630_t0180
G12WB-998,CD630_08900,1072075,1072927,G12WB-998-MONOMER,AM180355.1
G12WB-32,CD630_t0060,0,72,G12WB-32-tRNA,CD630_t0060
G12WB-199,CD630_t0680,0,74,G12WB-199-tRNA,CD630_t0680
G12WB-2385,CD630_22300,2581782,2582559,G12WB-2385-MONOMER,AM180355.1
G12WB-175,CD630_t0530,0,71,G12WB-175-tRNA,CD630_t0530
G12WB-70,CD630_t0440,0,74,G12WB-70-tRNA,CD630_t0440
G12WB-1261,CD630_11310,1330379,1332095,G12WB-1261-MONOMER,AM180355.1
G12WB-54,CD630_t0280,0,73,G12WB-54-tRNA,CD630_t0280
G12WB-41,CD630_t0150,0,86,G12WB-41-tRNA,CD630_t0150
G12WB-2804,CD630_26530,3060757,3062113,G12WB-2804-MONOMER,AM180355.1
G12WB-29,CD630_t0030,0,72,G12WB-29-tRNA,CD630_t0030
G12WB-188,CD630_t0650,0,73,G12WB-188-tRNA,CD630_t0650
G12WB-3224,CD630_30630,3556887,3558102,G12WB-3224-MONOMER,AM180355.1
G12WB-172,CD630_t0500,0,74,G12WB-172-tRNA,CD630_t0500
G12WB-67,CD630_t0410,0,74,G12WB-67-tRNA,CD630_t0410
G12WB-1673,CD630_15350,1780210,1781062,G12WB-1673-MONOMER,AM180355.1
G12WB-4406,CD630_Cdi1_10,0,159,G12WB-4406-RNA,CD630_Cdi1_10
G12WB-4382,CD630_SQ695,0,252,G12WB-4382-RNA,CD630_SQ695
G12WB-3629,CD630_34500,4042732,4043650,G12WB-3629-MONOMER,AM180355.1
G12WB-4362,CD630_n00340,0,153,G12WB-4362-RNA,CD630_n00340
G12WB-4339,CD630_SQ408,0,243,G12WB-4339-RNA,CD630_SQ408
G12WB-550,CD630_04400,521847,523008,G12WB-550-MONOMER,AM180355.1
G12WB-4315,CD630_SQ327,0,251,G12WB-4315-RNA,CD630_SQ327
G12WB-4295,CD630_n00070,0,103,G12WB-4295-RNA,CD630_n00070
G12WB-983,CD630_08750,1051146,1052049,G12WB-983-MONOMER,AM180355.1
G12WB-4605,CD630_n01130,0,101,G12WB-4605-RNA,CD630_n01130
G12WB-2362,CD630_22070,2557276,2557801,G12WB-2362-MONOMER,AM180355.1
G12WB-4254,CD630_s0460,0,169,G12WB-4254-RNA,CD630_s0460
G12WB-4583,CD630_n01090,0,87,G12WB-4583-RNA,CD630_n01090
G12WB-1244,CD630_11170,1313267,1313486,G12WB-1244-MONOMER,AM180355.1
G12WB-4237,CD630_s0290,0,469,G12WB-4237-RNA,CD630_s0290
G12WB-4563,CD630_SQ2155,0,247,G12WB-4563-RNA,CD630_SQ2155
G12WB-2783,CD630_26320,3041073,3042399,G12WB-2783-MONOMER,AM180355.1
G12WB-4214,CD630_s0050,0,104,G12WB-4214-RNA,CD630_s0050
G12WB-4545,CD630_Cdi1_2,0,351,G12WB-4545-RNA,CD630_Cdi1_2
G12WB-321,CD630_02180,281722,282199,G12WB-321-MONOMER,AM180355.1
G12WB-4522,CD630_n00850,0,405,G12WB-4522-RNA,CD630_n00850
G12WB-4503,CD630_SQ1641,0,238,G12WB-4503-RNA,CD630_SQ1641
G12WB-1657,CD630_15190,1761142,1761583,G12WB-1657-MONOMER,AM180355.1
G12WB-4475,CD630_SQ1445,0,237,G12WB-4475-RNA,CD630_SQ1445
G12WB-4454,CD630_n00640,0,363,G12WB-4454-RNA,CD630_n00640
G12WB-3612,CD630_34350,4025746,4027261,G12WB-3612-MONOMER,AM180355.1
G12WB-4419,CD630_s0281,0,304,G12WB-4419-RNA,CD630_s0281
G12WB-4403,CD630_SQ915,0,246,G12WB-4403-RNA,CD630_SQ915
G12WB-532,CD630_04240,504887,505547,G12WB-532-MONOMER,AM180355.1
G12WB-4379,CD630_n00410,0,193,G12WB-4379-RNA,CD630_n00410
G12WB-4357,CD630_n00320,0,101,G12WB-4357-RNA,CD630_n00320
G12WB-963,CD630_08530,1028467,1029454,G12WB-963-MONOMER,AM180355.1
G12WB-4334,CD630_n00220,0,101,G12WB-4334-RNA,CD630_n00220
G12WB-4312,CD630_n00160,0,103,G12WB-4312-RNA,CD630_n00160
G12WB-2348,CD630_21940,2541030,2542245,G12WB-2348-MONOMER,AM180355.1
G12WB-4292,CD630_n00060,0,103,G12WB-4292-RNA,CD630_n00060
G12WB-4268,CD630_s0590,0,180,G12WB-4268-RNA,CD630_s0590
G12WB-123,CD630_00690,98237,98708,G12WB-123-MONOMER,AM180355.1
G12WB-4601,CD630_SQ2533,0,228,G12WB-4601-RNA,CD630_SQ2533
G12WB-4251,CD630_s0430,0,100,G12WB-4251-RNA,CD630_s0430
G12WB-276,CD630_01710,227493,228126,G12WB-276-MONOMER,AM180355.1
G12WB-4233,CD630_s0260,0,470,G12WB-4233-RNA,CD630_s0260
G12WB-3191,CD630_30290,3517119,3518304,G12WB-3191-MONOMER,AM180355.1
G12WB-4559,CD630_n01020,0,101,G12WB-4559-RNA,CD630_n01020
G12WB-4211,CD630_s0020,0,101,G12WB-4211-RNA,CD630_s0020
G12WB-1636,CD630_15000,1737398,1738517,G12WB-1636-MONOMER,AM180355.1
G12WB-4542,CD630_n00930,0,358,G12WB-4542-RNA,CD630_n00930
G12WB-4518,CD630_n00840,0,129,G12WB-4518-RNA,CD630_n00840
G12WB-3598,CD630_34210,4012590,4013496,G12WB-3598-MONOMER,AM180355.1
G12WB-4499,CD630_SQ1628,0,241,G12WB-4499-RNA,CD630_SQ1628
G12WB-4471,CD630_SQ1376,0,233,G12WB-4471-RNA,CD630_SQ1376
G12WB-515,CD630_04090,480965,481745,G12WB-515-MONOMER,AM180355.1
G12WB-4447,CD630_n00630,0,101,G12WB-4447-RNA,CD630_n00630
G12WB-4397,CD630_n00480,0,101,G12WB-4397-RNA,CD630_n00480
G12WB-944,CD630_08340,1011267,1012263,G12WB-944-MONOMER,AM180355.1
G12WB-4376,CD630_n00400,0,217,G12WB-4376-RNA,CD630_n00400
G12WB-4353,CD630_n00300,0,101,G12WB-4353-RNA,CD630_n00300
G12WB-2331,CD630_21740,2515288,2516086,G12WB-2331-MONOMER,AM180355.1
G12WB-4326,CD630_n00200,0,92,G12WB-4326-RNA,CD630_n00200
G12WB-4308,CD630_RNA_11,0,135,G12WB-4308-RNA,CD630_RNA_11
G12WB-1215,CD630_10920,1285779,1285983,G12WB-1215-MONOMER,AM180355.1
G12WB-4288,CD630_n00030,0,201,G12WB-4288-RNA,CD630_n00030
G12WB-4265,CD630_s0560,0,273,G12WB-4265-RNA,CD630_s0560
G12WB-2744,CD630_25871,2993903,2994170,G12WB-2744-MONOMER,AM180355.1
G12WB-4598,CD630_n01110,0,399,G12WB-4598-RNA,CD630_n01110
G12WB-4248,CD630_s0390,0,279,G12WB-4248-RNA,CD630_s0390
G12WB-3173,CD630_30090,3494844,3496233,G12WB-3173-MONOMER,AM180355.1
G12WB-4575,CD630_n01080,0,135,G12WB-4575-RNA,CD630_n01080
G12WB-4228,CD630_s0220,0,107,G12WB-4228-RNA,CD630_s0220
G12WB-1618,CD630_14810,1717335,1718046,G12WB-1618-MONOMER,AM180355.1
G12WB-4555,CD630_n00990,0,1092,G12WB-4555-RNA,CD630_n00990
G12WB-4538,CD630_SQ1905,0,254,G12WB-4538-RNA,CD630_SQ1905
G12WB-3580,CD630_34060,3984500,3986387,G12WB-3580-MONOMER,AM180355.1
G12WB-4515,CD630_RNA_16,0,111,G12WB-4515-RNA,CD630_RNA_16
G12WB-4496,CD630_RNA_15,0,84,G12WB-4496-RNA,CD630_RNA_15
G12WB-493,CD630_03880,457409,459272,G12WB-493-MONOMER,AM180355.1
G12WB-4468,CD630_Cdi1_1,0,172,G12WB-4468-RNA,CD630_Cdi1_1
G12WB-4439,CD630_n00620,0,270,G12WB-4439-RNA,CD630_n00620
G12WB-3577,CD630_34030,3981099,3981870,G12WB-3577-MONOMER,AM180355.1
G12WB-4415,CD630_SQ1002,0,237,G12WB-4415-RNA,CD630_SQ1002
G12WB-4393,CD630_SQ814,0,242,G12WB-4393-RNA,CD630_SQ814
G12WB-489,CD630_03830,451220,452591,G12WB-489-MONOMER,AM180355.1
G12WB-4371,CD630_Cdi1_5,0,501,G12WB-4371-RNA,CD630_Cdi1_5
G12WB-4349,CD630_SQ476,0,251,G12WB-4349-RNA,CD630_SQ476
G12WB-927,CD630_08170,991117,992236,G12WB-927-MONOMER,AM180355.1
G12WB-4302,CD630_n00130,0,103,G12WB-4302-RNA,CD630_n00130
G12WB-231,CD630_01270,171874,172894,G12WB-231-MONOMER,AM180355.1
G12WB-4283,CD630_n00020,0,103,G12WB-4283-RNA,CD630_n00020
G12WB-4262,CD630_s0530,0,471,G12WB-4262-RNA,CD630_s0530
G12WB-2726,CD630_25700,2973715,2976037,G12WB-2726-MONOMER,AM180355.1
G12WB-4591,CD630_n01100,0,431,G12WB-4591-RNA,CD630_n01100
G12WB-4244,CD630_s0360,0,122,G12WB-4244-RNA,CD630_s0360
G12WB-3151,CD630_29860,3469371,3470226,G12WB-3151-MONOMER,AM180355.1
G12WB-4572,CD630_RNA_3,0,481,G12WB-4572-RNA,CD630_RNA_3
G12WB-4225,CD630_s0190,0,228,G12WB-4225-RNA,CD630_s0190
G12WB-1199,CD630_10760,1269130,1269601,G12WB-1199-MONOMER,AM180355.1
G12WB-4552,CD630_n00970,0,101,G12WB-4552-RNA,CD630_n00970
G12WB-4534,CD630_SQ1870,0,240,G12WB-4534-RNA,CD630_SQ1870
G12WB-16,CD630_00120,16072,16600,G12WB-16-MONOMER,AM180355.1
G12WB-4511,CD630_n00810,0,101,G12WB-4511-RNA,CD630_n00810
G12WB-4491,CD630_n00750,0,101,G12WB-4491-RNA,CD630_n00750
G12WB-3561,CD630_33871,3960082,3960304,G12WB-3561-MONOMER,AM180355.1
G12WB-4464,CD630_n00680,0,399,G12WB-4464-RNA,CD630_n00680
G12WB-4431,CD630_n00590,0,101,G12WB-4431-RNA,CD630_n00590
G12WB-473,CD630_03670,438434,439343,G12WB-473-MONOMER,AM180355.1
G12WB-4412,CD630_n00550,0,101,G12WB-4412-RNA,CD630_n00550
G12WB-4388,CD630_n00450,0,101,G12WB-4388-RNA,CD630_n00450
G12WB-910,CD630_07990,970486,971680,G12WB-910-MONOMER,AM180355.1
G12WB-4366,CD630_SQ587,0,236,G12WB-4366-RNA,CD630_SQ587
G12WB-4345,CD630_SQ437,0,240,G12WB-4345-RNA,CD630_SQ437
G12WB-2292,CD630_21360,2472788,2473523,G12WB-2292-MONOMER,AM180355.1
G12WB-4299,CD630_SQ178,0,243,G12WB-4299-RNA,CD630_SQ178
G12WB-2708,CD630_25531,2953471,2954590,G12WB-2708-MONOMER,AM180355.1
