Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
FY484_RS04075,VC_0784,840438,841989,FY484_RS04075-MONOMER,,AE003852.1
FY484_RS17845,galE,0,1017,FY484_RS17845-MONOMER,,galE
FY484_RS06505,chbG,0,759,FY484_RS06505-MONOMER,,chbG
FY484_RS08685,glgC1,0,1218,FY484_RS08685-MONOMER,,glgC1
FY484_RS10745,dapA,0,879,FY484_RS10745-MONOMER,,dapA
FY484_RS01860,hflX,0,1290,FY484_RS01860-MONOMER,,hflX
FY484_RS12820,secY,0,1335,FY484_RS12820-MONOMER,,secY
FY484_RS14980,VC_A0245,264714,265221,FY484_RS14980-MONOMER,,AE003853.1
FY484_RS03995,guaB,0,1464,FY484_RS03995-MONOMER,,guaB
FY484_RS17755,VC_A0754a,0,501,FY484_RS17755-MONOMER,,VC_A0754a
FY484_RS06415,ldtA,0,1572,FY484_RS06415-MONOMER,,ldtA
FY484_RS08595,pdeS,0,2457,FY484_RS08595-MONOMER,,pdeS
FY484_RS10665,fliS,0,411,FY484_RS10665-MONOMER,,fliS
FY484_RS01735,nudC,0,777,FY484_RS01735-MONOMER,,nudC
FY484_RS12740,cysD,0,948,FY484_RS12740-MONOMER,,cysD
FY484_RS14890,VC_A0225,247685,248450,FY484_RS14890-MONOMER,,AE003853.1
FY484_RS03915,hscB,0,516,FY484_RS03915-MONOMER,,hscB
FY484_RS17635,VC_A0732,678402,678801,FY484_RS17635-MONOMER,,AE003853.1
FY484_RS06320,VC_1249,1321086,1321599,FY484_RS06320-MONOMER,,AE003852.1
FY484_RS08495,melA,0,1086,FY484_RS08495-MONOMER,,melA
FY484_RS10580,fliQ,0,270,FY484_RS10580-MONOMER,,fliQ
FY484_RS01605,fre,0,711,FY484_RS01605-MONOMER,,fre
FY484_RS12655,mpl,0,1356,FY484_RS12655-MONOMER,,mpl
FY484_RS14780,tnpA,0,438,FY484_RS14780-MONOMER,,tnpA;FY484_RS15110
FY484_RS03830,ahpC,0,606,FY484_RS03830-MONOMER,,ahpC
FY484_RS17530,torT,0,993,FY484_RS17530-MONOMER,,torT
FY484_RS06240,cdd,0,888,FY484_RS06240-MONOMER,,cdd
FY484_RS08405,vexK,0,3099,FY484_RS08405-MONOMER,,vexK
FY484_RS10495,VC_2103,2261525,2262404,FY484_RS10495-MONOMER,,AE003852.1
FY484_RS01515,dusB,0,969,FY484_RS01515-MONOMER,,dusB
FY484_RS12575,kdsC,0,558,FY484_RS12575-MONOMER,,kdsC
FY484_RS14675,pepT,0,1233,FY484_RS14675-MONOMER,,pepT
FY484_RS03750,VC_0714,768217,768541,FY484_RS03750-MONOMER,,AE003852.1
FY484_RS17440,VC_A0689,627726,628074,FY484_RS17440-MONOMER,,AE003853.1
FY484_RS06130,yeiP,0,567,FY484_RS06130-MONOMER,,yeiP
FY484_RS08320,VC_1656,1788408,1789272,FY484_RS08320-MONOMER,,AE003852.1
FY484_RS10415,sucB,0,1215,FY484_RS10415-MONOMER,,sucB
FY484_RS01420,hupA,0,273,FY484_RS01420-MONOMER,,hupA
FY484_RS10400,znuB,0,783,FY484_RS10400-MONOMER,,znuB
FY484_RS01405,manA1,0,1200,FY484_RS01405-MONOMER,,manA1
FY484_RS12470,VC_2503,2688697,2691559,FY484_RS12470-MONOMER,,AE003852.1
FY484_RS14580,VC_A0159,176055,176997,FY484_RS14580-MONOMER,,AE003853.1
FY484_RS03625,murQ2,0,924,FY484_RS03625-MONOMER,,murQ2
FY484_RS17330,dcuC,0,1368,FY484_RS17330-MONOMER,,dcuC
FY484_RS06020,VC_1186,1260620,1261385,FY484_RS06020-MONOMER,,AE003852.1
FY484_RS08205,VC_1632,1757296,1758733,FY484_RS08205-MONOMER,,AE003852.1
FY484_RS10320,cheY3,0,369,FY484_RS10320-MONOMER,,cheY3
FY484_RS01295,wzm,0,795,FY484_RS01295-MONOMER,,wzm
FY484_RS12350,VC_2484,2664162,2665968,FY484_RS12350-MONOMER,,AE003852.1
FY484_RS14490,VC_A0139,153116,153464,FY484_RS14490-MONOMER,,AE003853.1
FY484_RS03545,VC_0673,719919,720714,FY484_RS03545-MONOMER,,AE003852.1
FY484_RS17235,VC_A0645,580390,580771,FY484_RS17235-MONOMER,,AE003853.1
FY484_RS05935,VC_1168,1240675,1242052,FY484_RS05935-MONOMER,,AE003852.1
FY484_RS19430,parA2,0,1218,FY484_RS19430-MONOMER,,parA2
FY484_RS08100,metA,0,942,FY484_RS08100-MONOMER,,metA
FY484_RS10240,ccmI,0,1215,FY484_RS10240-MONOMER,,ccmI
FY484_RS12255,rseB,0,966,FY484_RS12255-MONOMER,,rseB
FY484_RS14395,FY484_RS14395,0,1410,FY484_RS14395-MONOMER,,FY484_RS14395
FY484_RS03455,rocS,0,2055,FY484_RS03455-MONOMER,,rocS
FY484_RS17150,FY484_RS17150,0,1041,FY484_RS17150-MONOMER,,FY484_RS17150
FY484_RS05840,VC_1148,1219155,1220010,FY484_RS05840-MONOMER,,AE003852.1
FY484_RS19335,cheW3,0,528,FY484_RS19335-MONOMER,,cheW3
FY484_RS07980,alsO,0,759,FY484_RS07980-MONOMER,,alsO
FY484_RS10135,rne,0,3159,FY484_RS10135-MONOMER,,rne
FY484_RS12165,VC_2446,2625302,2626514,FY484_RS12165-MONOMER,,AE003852.1
FY484_RS01130,lpxL,0,948,FY484_RS01130-MONOMER,,lpxL
FY484_RS14315,VC_A0103,110870,112649,FY484_RS14315-MONOMER,,AE003853.1
FY484_RS03360,ftsH,0,1947,FY484_RS03360-MONOMER,,ftsH
FY484_RS17060,yjjG,0,675,FY484_RS17060-MONOMER,,yjjG
FY484_RS05760,hisG,0,897,FY484_RS05760-MONOMER,,hisG
FY484_RS05475,VC_1073,1139645,1142912,FY484_RS05475-MONOMER,,AE003852.1
FY484_RS19255,crvB,0,1818,FY484_RS19255-MONOMER,,crvB
FY484_RS07900,VC_1574,1686048,1686432,FY484_RS07900-MONOMER,,AE003852.1
FY484_RS10045,ptsG,0,1431,FY484_RS10045-MONOMER,,ptsG
FY484_RS12085,parC,0,2286,FY484_RS12085-MONOMER,,parC;FY484_RS12085
FY484_RS01040,rarD,0,903,FY484_RS01040-MONOMER,,rarD
FY484_RS14205,shyA,0,1251,FY484_RS14205-MONOMER,,shyA
FY484_RS03270,VC_0619,654496,655483,FY484_RS03270-MONOMER,,AE003852.1
FY484_RS16980,VC_A0590,527473,528556,FY484_RS16980-MONOMER,,AE003853.1
FY484_RS05675,bioD,0,696,FY484_RS05675-MONOMER,,bioD
FY484_RS05385,VC_1055,1124805,1125168,FY484_RS05385-MONOMER,,AE003852.1
FY484_RS19165,VC_A1056,1005433,1007746,FY484_RS19165-MONOMER,,AE003853.1
FY484_RS07815,VC_1554,1666354,1667068,FY484_RS07815-MONOMER,,AE003852.1
FY484_RS09960,VC_1996,2150145,2150433,FY484_RS09960-MONOMER,,AE003852.1
FY484_RS12000,aceE,0,2661,FY484_RS12000-MONOMER,,aceE
FY484_RS00930,VC_0174,174142,175090,FY484_RS00930-MONOMER,,AE003852.1
FY484_RS14115,VC_A0061,67303,68662,FY484_RS14115-MONOMER,,AE003853.1
FY484_RS03190,VC_0603,631330,633625,FY484_RS03190-MONOMER,,AE003852.1
FY484_RS16890,ddl,0,1005,FY484_RS16890-MONOMER,,ddl
FY484_RS05595,ackA1,0,1197,FY484_RS05595-MONOMER,,ackA1
FY484_RS05285,apbC,0,1077,FY484_RS05285-MONOMER,,apbC
FY484_RS19075,VC_A1038,988598,989399,FY484_RS19075-MONOMER,,AE003853.1
FY484_RS07730,VC_1538,1649993,1650425,FY484_RS07730-MONOMER,,AE003852.1
FY484_RS09860,menF,0,1308,FY484_RS09860-MONOMER,,menF
FY484_RS11915,lpxC,0,918,FY484_RS11915-MONOMER,,lpxC
FY484_RS00780,trmA,0,1110,FY484_RS00780-MONOMER,,trmA
FY484_RS14005,VC_A0035,43201,44026,FY484_RS14005-MONOMER,,AE003853.1
FY484_RS03100,rsmI,0,867,FY484_RS03100-MONOMER,,rsmI
FY484_RS16790,VC_A0552,488170,490471,FY484_RS16790-MONOMER,,AE003853.1
FY484_RS05505,VC_1079,1146258,1147248,FY484_RS05505-MONOMER,,AE003852.1
FY484_RS05180,rsxC,0,2325,FY484_RS05180-MONOMER,,rsxC
FY484_RS18990,VC_A1020,968220,969141,FY484_RS18990-MONOMER,,AE003853.1
FY484_RS07640,fdhD,0,834,FY484_RS07640-MONOMER,,fdhD
FY484_RS09775,VC_1957,2110637,2110946,FY484_RS09775-MONOMER,,AE003852.1
FY484_RS11820,VC_2378,2543735,2544170,FY484_RS11820-MONOMER,,AE003852.1
FY484_RS00685,VC_0135,129656,130673,FY484_RS00685-MONOMER,,AE003852.1
FY484_RS13895,glgP,0,2454,FY484_RS13895-MONOMER,,glgP
FY484_RS03020,rplS,0,354,FY484_RS03020-MONOMER,,rplS
FY484_RS16685,VC_A0529,463690,465553,FY484_RS16685-MONOMER,,AE003853.1
FY484_RS05095,glnS,0,1671,FY484_RS05095-MONOMER,,glnS
FY484_RS18905,VC_A1000,954302,954932,FY484_RS18905-MONOMER,,AE003853.1
FY484_RS07550,VC_1500,1611641,1612901,FY484_RS07550-MONOMER,,AE003852.1
FY484_RS09695,VC_1940,2090697,2091360,FY484_RS09695-MONOMER,,AE003852.1
FY484_RS11735,nfo,0,861,FY484_RS11735-MONOMER,,nfo
FY484_RS00590,hemN,0,1389,FY484_RS00590-MONOMER,,hemN
FY484_RS13795,atpH,0,534,FY484_RS13795-MONOMER,,atpH
FY484_RS02900,VC_0547,579309,580497,FY484_RS02900-MONOMER,,AE003852.1
FY484_RS16595,VC_A0510,436921,439828,FY484_RS16595-MONOMER,,AE003853.1
FY484_RS05005,VC_0977,1042163,1043084,FY484_RS05005-MONOMER,,AE003852.1
FY484_RS18820,VC_A0982,929997,930897,FY484_RS18820-MONOMER,,AE003853.1
FY484_RS07465,FY484_RS07465,0,1650,FY484_RS07465-MONOMER,,FY484_RS07465
FY484_RS09595,VC_1919,2068909,2069182,FY484_RS09595-MONOMER,,AE003852.1
FY484_RS11650,FY484_RS11650,0,2088,FY484_RS11650-MONOMER,,FY484_RS11650
FY484_RS00500,plsB,0,2427,FY484_RS00500-MONOMER,,plsB
FY484_RS02820,ispF,0,477,FY484_RS02820-MONOMER,,ispF
FY484_RS13655,add,0,1005,FY484_RS13655-MONOMER,,add
FY484_RS16460,VC_A0485,424031,424403,FY484_RS16460-MONOMER,,AE003853.1
FY484_RS04910,corC,0,876,FY484_RS04910-MONOMER,,corC
FY484_RS18710,VC_A0958,906684,908202,FY484_RS18710-MONOMER,,AE003853.1
FY484_RS07330,ctxA,0,777,FY484_RS07330-MONOMER,,ctxA
FY484_RS09510,nhaB,0,1593,FY484_RS09510-MONOMER,,nhaB
FY484_RS11565,recB,0,3627,FY484_RS11565-MONOMER,,recB
FY484_RS00410,uspA,0,426,FY484_RS00410-MONOMER,,uspA
FY484_RS02725,VC_0512,541318,542908,FY484_RS02725-MONOMER,,AE003852.1
FY484_RS13570,gspD,0,2025,FY484_RS13570-MONOMER,,gspD
FY484_RS16320,VC_A0463,412361,412760,FY484_RS16320-MONOMER,,AE003853.1
FY484_RS04825,VC_0940,1005942,1006539,FY484_RS04825-MONOMER,,AE003852.1
FY484_RS18645,malF,0,1575,FY484_RS18645-MONOMER,,malF
FY484_RS07225,cadA,0,2136,FY484_RS07225-MONOMER,,cadA;FY484_RS01460
FY484_RS09425,lolD,0,687,FY484_RS09425-MONOMER,,lolD
FY484_RS11460,nqrA,0,1341,FY484_RS11460-MONOMER,,nqrA
FY484_RS00285,VC_0057,52500,52776,FY484_RS00285-MONOMER,,AE003852.1
FY484_RS02605,VC_0488,519297,520377,FY484_RS02605-MONOMER,,AE003852.1
FY484_RS13480,greB,0,486,FY484_RS13480-MONOMER,,greB
FY484_RS16130,VC_A0432,391926,392361,FY484_RS16130-MONOMER,,AE003853.1
FY484_RS04730,vpsD,0,1149,FY484_RS04730-MONOMER,,vpsD
FY484_RS18545,mlp37,0,1875,FY484_RS18545-MONOMER,,mlp37
FY484_RS07135,VC_1420,1517420,1518158,FY484_RS07135-MONOMER,,AE003852.1
FY484_RS09345,pflB,0,2277,FY484_RS09345-MONOMER,,pflB
FY484_RS11380,VC_2278,2431883,2433176,FY484_RS11380-MONOMER,,AE003852.1
FY484_RS00205,VC_0040,37847,38495,FY484_RS00205-MONOMER,,AE003852.1
FY484_RS02520,dns,0,696,FY484_RS02520-MONOMER,,dns
FY484_RS13395,VC_2697,2863774,2864713,FY484_RS13395-MONOMER,,AE003852.1
FY484_RS15970,VC_A0406,378082,378598,FY484_RS15970-MONOMER,,AE003853.1
FY484_RS04630,queF,0,846,FY484_RS04630-MONOMER,,queF
FY484_RS18455,VC_A0903,857003,858137,FY484_RS18455-MONOMER,,AE003853.1
FY484_RS07050,cheB1,0,1077,FY484_RS07050-MONOMER,,cheB1
FY484_RS09260,lpxH,0,741,FY484_RS09260-MONOMER,,lpxH
FY484_RS11300,map,0,843,FY484_RS11300-MONOMER,,map
FY484_RS00090,VC_0019,15293,16550,FY484_RS00090-MONOMER,,AE003852.1
FY484_RS02440,glsB,0,921,FY484_RS02440-MONOMER,,glsB
FY484_RS13310,priA,0,2205,FY484_RS13310-MONOMER,,priA
FY484_RS15800,VC_A0382,363344,363770,FY484_RS15800-MONOMER,,AE003853.1
FY484_RS04550,VC_0885,944946,945249,FY484_RS04550-MONOMER,,AE003852.1
FY484_RS18315,VC_A0877,830710,831787,FY484_RS18315-MONOMER,,AE003853.1
FY484_RS06935,VC_1375,1468261,1468990,FY484_RS06935-MONOMER,,AE003852.1
FY484_RS09180,cpoB,0,765,FY484_RS09180-MONOMER,,cpoB
FY484_RS11220,dnaE,0,3480,FY484_RS11220-MONOMER,,dnaE
FY484_RS02315,cgtA,0,1173,FY484_RS02315-MONOMER,,cgtA
FY484_RS13215,frdD,0,363,FY484_RS13215-MONOMER,,frdD
FY484_RS15625,VC_A0354,345852,346419,FY484_RS15625-MONOMER,,AE003853.1
FY484_RS04455,VC_0861,926570,926984,FY484_RS04455-MONOMER,,AE003852.1
FY484_RS18205,VC_A0854,805130,806390,FY484_RS18205-MONOMER,,AE003853.1
FY484_RS06845,tusE,0,330,FY484_RS06845-MONOMER,,tusE
FY484_RS09100,VC_1815,1956170,1956878,FY484_RS09100-MONOMER,,AE003852.1
FY484_RS11140,purN,0,639,FY484_RS11140-MONOMER,,purN
FY484_RS02225,rng,0,1470,FY484_RS02225-MONOMER,,rng
FY484_RS13135,VC_2640,2811800,2812064,FY484_RS13135-MONOMER,,AE003852.1
FY484_RS15495,VC_A0332,333952,334219,FY484_RS15495-MONOMER,,AE003853.1
FY484_RS04350,VC_0842,904165,904639,FY484_RS04350-MONOMER,,AE003852.1
FY484_RS18100,VC_A0830,775833,776808,FY484_RS18100-MONOMER,,AE003853.1
FY484_RS06755,prpC,0,1134,FY484_RS06755-MONOMER,,prpC
FY484_RS08950,radC,0,675,FY484_RS08950-MONOMER,,radC;FY484_RS01155
FY484_RS11055,vibF,0,7254,FY484_RS11055-MONOMER,,vibF
FY484_RS02135,mshK,0,318,FY484_RS02135-MONOMER,,mshK
FY484_RS13055,trpS,0,1017,FY484_RS13055-MONOMER,,trpS
FY484_RS15345,parD1,0,243,FY484_RS15345-MONOMER,,parD1
FY484_RS04270,tcpP,0,666,FY484_RS04270-MONOMER,,tcpP
FY484_RS18015,gbpA,0,1458,FY484_RS18015-MONOMER,,gbpA
FY484_RS06670,VC_1318,1401338,1402112,FY484_RS06670-MONOMER,,AE003852.1
FY484_RS08855,VC_1767,1910869,1912282,FY484_RS08855-MONOMER,,AE003852.1
FY484_RS10970,flgJ,0,939,FY484_RS10970-MONOMER,,flgJ
FY484_RS02015,VC_0381,395773,396439,FY484_RS02015-MONOMER,,AE003852.1
FY484_RS12970,VC_2605,2774615,2774816,FY484_RS12970-MONOMER,,AE003852.1
FY484_RS15185,rpmI,0,195,FY484_RS15185-MONOMER,,rpmI
FY484_RS04155,citG,0,942,FY484_RS04155-MONOMER,,citG
FY484_RS17920,VC_A0789,733637,734225,FY484_RS17920-MONOMER,,AE003853.1
FY484_RS06575,VC_1300,1380027,1381389,FY484_RS06575-MONOMER,,AE003852.1
FY484_RS08755,VC_1746,1881715,1882345,FY484_RS08755-MONOMER,,AE003852.1
FY484_RS10810,ushA,0,1662,FY484_RS10810-MONOMER,,ushA
FY484_RS01935,bfd,0,189,FY484_RS01935-MONOMER,,bfd
FY484_RS12885,rplP,0,411,FY484_RS12885-MONOMER,,rplP
FY484_RS15080,VC_A0268,285033,286965,FY484_RS15080-MONOMER,,AE003853.1
FY484_RS04060,vibD,0,714,FY484_RS04060-MONOMER,VC__0780,vibD
FY484_RS17825,acpH,0,582,FY484_RS17825-MONOMER,,acpH
FY484_RS06490,VC_1282,1357309,1358650,FY484_RS06490-MONOMER,,AE003852.1
FY484_RS08665,VC_1723,1861831,1862521,FY484_RS08665-MONOMER,,AE003852.1
FY484_RS10730,ldcV,0,675,FY484_RS10730-MONOMER,,ldcV
FY484_RS01845,mutL,0,1962,FY484_RS01845-MONOMER,,mutL
FY484_RS12805,rpsK,0,390,FY484_RS12805-MONOMER,,rpsK
FY484_RS14965,VC_A0242,262533,263181,FY484_RS14965-MONOMER,,AE003853.1
FY484_RS03980,VC_0764,817033,817951,FY484_RS03980-MONOMER,,AE003852.1
FY484_RS17725,fabH2,0,1089,FY484_RS17725-MONOMER,,fabH2
FY484_RS06400,VC_1265,1339322,1340708,FY484_RS06400-MONOMER,,AE003852.1
FY484_RS08575,metR,0,918,FY484_RS08575-MONOMER,,metR
FY484_RS10650,flrC,0,1434,FY484_RS10650-MONOMER,,flrC
FY484_RS01720,rpoB,0,4026,FY484_RS01720-MONOMER,,rpoB
FY484_RS12725,FY484_RS12725,0,900,FY484_RS12725-MONOMER,,FY484_RS12725
FY484_RS14870,lipA,0,966,FY484_RS14870-MONOMER,,lipA;FY484_RS04840
FY484_RS03900,iscS,0,1215,FY484_RS03900-MONOMER,,iscS
FY484_RS17610,cbiP,0,1455,FY484_RS17610-MONOMER,,cbiP
FY484_RS06305,VC_1246,1318048,1318624,FY484_RS06305-MONOMER,,AE003852.1
FY484_RS08470,VC_1686,1819864,1820419,FY484_RS08470-MONOMER,,AE003852.1
FY484_RS10565,smrB,0,561,FY484_RS10565-MONOMER,,smrB
FY484_RS01585,rho,0,1260,FY484_RS01585-MONOMER,,rho
FY484_RS12640,thiP,0,1593,FY484_RS12640-MONOMER,,thiP
FY484_RS14760,VC_A0198,214573,215725,FY484_RS14760-MONOMER,,AE003853.1
FY484_RS03815,phoU,0,711,FY484_RS03815-MONOMER,,phoU
FY484_RS17510,VC_A0706,648170,649493,FY484_RS17510-MONOMER,,AE003853.1
FY484_RS06220,VC_1226,1301948,1302605,FY484_RS06220-MONOMER,,AE003852.1
FY484_RS08390,cls,0,1455,FY484_RS08390-MONOMER,,cls
FY484_RS10480,fldA,0,528,FY484_RS10480-MONOMER,,fldA
FY484_RS01495,edd,0,1797,FY484_RS01495-MONOMER,,edd
FY484_RS12555,mlaF,0,804,FY484_RS12555-MONOMER,,mlaF
FY484_RS14660,VC_A0177,194824,195028,FY484_RS14660-MONOMER,,AE003853.1
FY484_RS03710,rluD,0,975,FY484_RS03710-MONOMER,,rluD
FY484_RS17425,VC_A0686,622638,624741,FY484_RS17425-MONOMER,,AE003853.1
FY484_RS06115,hutC,0,1032,FY484_RS06115-MONOMER,,hutC;FY484_RS18510
FY484_RS08305,vieA,0,1755,FY484_RS08305-MONOMER,,vieA
FY484_RS08285,VC_1647,1772849,1774763,FY484_RS08285-MONOMER,,AE003852.1
FY484_RS10385,tfoS,0,3345,FY484_RS10385-MONOMER,,tfoS
FY484_RS01390,VC_0266,271989,272562,FY484_RS01390-MONOMER,,AE003852.1
FY484_RS12455,lptF,0,1101,FY484_RS12455-MONOMER,,lptF
FY484_RS14560,mrpD,0,1497,FY484_RS14560-MONOMER,,mrpD
FY484_RS03610,VC_0687,733797,735282,FY484_RS03610-MONOMER,,AE003852.1
FY484_RS17310,VC_A0661,597217,597691,FY484_RS17310-MONOMER,,AE003853.1
FY484_RS06005,VC_1183,1257046,1257706,FY484_RS06005-MONOMER,,AE003852.1
FY484_RS08190,VC_1629,1752561,1755072,FY484_RS08190-MONOMER,,AE003852.1
FY484_RS10305,cheB2,0,1134,FY484_RS10305-MONOMER,,cheB2
FY484_RS01280,gmd,0,1122,FY484_RS01280-MONOMER,,gmd
FY484_RS12335,serA,0,1230,FY484_RS12335-MONOMER,,serA
FY484_RS14475,VC_A0135,149378,150059,FY484_RS14475-MONOMER,,AE003853.1
FY484_RS03530,mutH,0,666,FY484_RS03530-MONOMER,,mutH
FY484_RS17220,VC_A0642,577871,578189,FY484_RS17220-MONOMER,,AE003853.1
FY484_RS05920,FY484_RS05920,0,870,FY484_RS05920-MONOMER,,FY484_RS05920
FY484_RS19415,VC_A1112,1066672,1068799,FY484_RS19415-MONOMER,,AE003853.1
FY484_RS08085,VC_1608,1722842,1724006,FY484_RS08085-MONOMER,,AE003852.1
FY484_RS10220,sodB,0,585,FY484_RS10220-MONOMER,,sodB
FY484_RS12240,lepB,0,897,FY484_RS12240-MONOMER,,lepB
FY484_RS01205,wavD,0,960,FY484_RS01205-MONOMER,,wavD
FY484_RS14380,tssH,0,2610,FY484_RS14380-MONOMER,,tssH
FY484_RS03440,vcrM,0,1338,FY484_RS03440-MONOMER,,vcrM
FY484_RS17135,hasR,0,2253,FY484_RS17135-MONOMER,,hasR
FY484_RS05825,VC_1145,1215367,1217044,FY484_RS05825-MONOMER,,AE003852.1
FY484_RS19320,cheR3,0,831,FY484_RS19320-MONOMER,,cheR3
FY484_RS07965,alsR,0,879,FY484_RS07965-MONOMER,,alsR
FY484_RS10110,yceD,0,525,FY484_RS10110-MONOMER,,yceD
FY484_RS12150,VC_2443,2622150,2622759,FY484_RS12150-MONOMER,,AE003852.1
FY484_RS01115,rph,0,717,FY484_RS01115-MONOMER,,rph
FY484_RS14300,VC_A0100,107927,108299,FY484_RS14300-MONOMER,,AE003853.1
FY484_RS03345,greA,0,474,FY484_RS03345-MONOMER,,greA
FY484_RS17045,VC_A0605,542610,544008,FY484_RS17045-MONOMER,,AE003853.1
FY484_RS05745,gsk1,0,1305,FY484_RS05745-MONOMER,,gsk1
FY484_RS05460,VC_1069,1136295,1137297,FY484_RS05460-MONOMER,,AE003852.1
FY484_RS19240,putA,0,3120,FY484_RS19240-MONOMER,,putA
FY484_RS07880,VC_1570,1681273,1682266,FY484_RS07880-MONOMER,,AE003852.1
FY484_RS10030,VC_2011,2163876,2164467,FY484_RS10030-MONOMER,,AE003852.1
FY484_RS12070,coaE,0,609,FY484_RS12070-MONOMER,,coaE
FY484_RS01025,VC_0191,197129,197798,FY484_RS01025-MONOMER,,AE003852.1
FY484_RS14185,FY484_RS14185,0,1377,FY484_RS14185-MONOMER,,FY484_RS14185
FY484_RS03255,VC_0616,651444,652440,FY484_RS03255-MONOMER,,AE003852.1
FY484_RS16960,VC_A0586,523760,524357,FY484_RS16960-MONOMER,,AE003853.1
FY484_RS05660,bioB,0,1053,FY484_RS05660-MONOMER,,bioB
FY484_RS05370,VC_1052,1121595,1121994,FY484_RS05370-MONOMER,,AE003852.1
FY484_RS19150,VC_A1053,1003207,1003708,FY484_RS19150-MONOMER,,AE003853.1
FY484_RS07800,ugpE,0,843,FY484_RS07800-MONOMER,,ugpE
FY484_RS09945,fadH,0,2001,FY484_RS09945-MONOMER,,fadH
FY484_RS11980,rsmH,0,951,FY484_RS11980-MONOMER,,rsmH
FY484_RS00915,VC_0171,170266,171895,FY484_RS00915-MONOMER,,AE003852.1
FY484_RS14095,VC_A0056,63294,64092,FY484_RS14095-MONOMER,,AE003853.1
FY484_RS03175,VC_0600,624850,626203,FY484_RS03175-MONOMER,,AE003852.1
FY484_RS16875,vxrE,0,162,FY484_RS16875-MONOMER,,vxrE
FY484_RS05580,oppF,0,993,FY484_RS05580-MONOMER,,oppF
FY484_RS05265,VC_1033,1097640,1099947,FY484_RS05265-MONOMER,,AE003852.1
FY484_RS19060,VC_A1035,986115,986433,FY484_RS19060-MONOMER,,AE003853.1
FY484_RS07715,VC_1534,1646456,1647371,FY484_RS07715-MONOMER,,AE003852.1
FY484_RS09845,menB,0,867,FY484_RS09845-MONOMER,,menB
FY484_RS11900,mutT,0,399,FY484_RS11900-MONOMER,,mutT
FY484_RS00765,sthA,0,1401,FY484_RS00765-MONOMER,,sthA
FY484_RS13985,VC_A0031,37647,39213,FY484_RS13985-MONOMER,,AE003853.1
FY484_RS03085,VC_0579,608661,609252,FY484_RS03085-MONOMER,,AE003852.1
FY484_RS16765,VC_A0546,484279,485236,FY484_RS16765-MONOMER,,AE003853.1
FY484_RS05165,VC_1012,1081025,1081718,FY484_RS05165-MONOMER,,AE003852.1
FY484_RS18975,VC_A1017,965609,966083,FY484_RS18975-MONOMER,,AE003853.1
FY484_RS07625,VC_1516,1628794,1630456,FY484_RS07625-MONOMER,,AE003852.1
FY484_RS09760,VC_1953,2106982,2108200,FY484_RS09760-MONOMER,,AE003852.1
FY484_RS11805,gltD1,0,1470,FY484_RS11805-MONOMER,,gltD1
FY484_RS00665,VC_0131,126293,126890,FY484_RS00665-MONOMER,,AE003852.1
FY484_RS13875,VC_A0008,6623,8285,FY484_RS13875-MONOMER,,AE003853.1
FY484_RS03005,rpsP,0,249,FY484_RS03005-MONOMER,,rpsP
FY484_RS16670,clcA,0,1407,FY484_RS16670-MONOMER,,clcA
FY484_RS05080,VC_0993,1058501,1059716,FY484_RS05080-MONOMER,,AE003852.1
FY484_RS18885,vcaM,0,1860,FY484_RS18885-MONOMER,,vcaM
FY484_RS07535,proQ,0,627,FY484_RS07535-MONOMER,,proQ
FY484_RS09680,plsC2,0,672,FY484_RS09680-MONOMER,,plsC2
FY484_RS11720,VC_2357,2513866,2514100,FY484_RS11720-MONOMER,,AE003852.1
FY484_RS00575,VC_0113,108251,108920,FY484_RS00575-MONOMER,,AE003852.1
FY484_RS13780,atpD,0,1404,FY484_RS13780-MONOMER,,atpD
FY484_RS02885,recA,0,1065,FY484_RS02885-MONOMER,,recA
FY484_RS16565,VC_A0505,433709,434303,FY484_RS16565-MONOMER,,AE003853.1
FY484_RS04990,cueR,0,420,FY484_RS04990-MONOMER,,cueR
FY484_RS18800,VC_A0978,926670,927402,FY484_RS18800-MONOMER,,AE003853.1
FY484_RS07440,VC_1478,1583509,1584382,FY484_RS07440-MONOMER,,AE003852.1
FY484_RS09580,cmk,0,678,FY484_RS09580-MONOMER,,cmk
FY484_RS11635,chrA,0,1143,FY484_RS11635-MONOMER,,chrA
FY484_RS00480,dinF,0,1356,FY484_RS00480-MONOMER,,dinF
FY484_RS02805,uppP,0,804,FY484_RS02805-MONOMER,,uppP
FY484_RS13640,VC_2748,2921392,2922457,FY484_RS13640-MONOMER,,AE003852.1
FY484_RS16430,VC_A0480,421432,421585,FY484_RS16430-MONOMER,,AE003853.1
FY484_RS04895,leuS,0,2577,FY484_RS04895-MONOMER,,leuS
FY484_RS07310,VC_1454,1564821,1565901,FY484_RS07310-MONOMER,,AE003852.1
FY484_RS09495,VC_1898,2044493,2046512,FY484_RS09495-MONOMER,,AE003852.1
FY484_RS11545,VC_2314,2464063,2464468,FY484_RS11545-MONOMER,,AE003852.1
FY484_RS00390,VC_0072,71511,73818,FY484_RS00390-MONOMER,,AE003852.1
FY484_RS02705,VC_0508,538602,539046,FY484_RS02705-MONOMER,,AE003852.1
FY484_RS13555,gspG,0,441,FY484_RS13555-MONOMER,,gspG
