Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Accession-2
B488_RS01995	B488_RS01995	475278	475586	B488_RS01995-MONOMER	B488_04090
B488_RS06925	B488_RS06925	1167546	1168244	B488_RS06925-MONOMER	
B488_RS02465	B488_RS02465	553374	553700	B488_RS02465-MONOMER	B488_05110
B488_RS04075	B488_RS04075	932672	932747	B488_RS04075-tRNA	B488_14020
B488_RS00470	B488_RS00470	111996	113111	B488_RS00470-MONOMER	B488_00950
B488_RS02260	B488_RS02260	523644	523907	B488_RS02260-MONOMER	
B488_RS01385	B488_RS01385	314455	315708	B488_RS01385-MONOMER	B488_02770
B488_RS04575	B488_RS04575	1026281	1027936	B488_RS04575-MONOMER	B488_09540
B488_RS00660	B488_RS00660	163977	164945	B488_RS00660-MONOMER	B488_01320
B488_RS03125	B488_RS03125	704879	705739	B488_RS03125-MONOMER	B488_06430
B488_RS05845	B488_RS05845	1310700	1311323	B488_RS05845-MONOMER	B488_12010
B488_RS03450	B488_RS03450	795412	796512	B488_RS03450-MONOMER	B488_07140
B488_RS06630	B488_RS06630	1474542	1476155	B488_RS06630-MONOMER	B488_13550
B488_RS04920	B488_RS04920	1109519	1110397	B488_RS04920-MONOMER	B488_10140
B488_RS00160	B488_RS00160	44992	45396	B488_RS00160-MONOMER	B488_00310
B488_RS05700	B488_RS05700	1277525	1278433	B488_RS05700-MONOMER	B488_11710
B488_RS04135	B488_RS04135	944617	945687	B488_RS04135-MONOMER	B488_08640
B488_RS02000	B488_RS02000	475621	476268	B488_RS02000-MONOMER	B488_04100
B488_RS04350	B488_RS04350	978589	979611	B488_RS04350-MONOMER	B488_09090
B488_RS00475	B488_RS00475	113259	113656	B488_RS00475-MONOMER	B488_00970
B488_RS02265	B488_RS02265	523894	524922	B488_RS02265-MONOMER	B488_04660
B488_RS02605	B488_RS02605	579640	580725	B488_RS02605-MONOMER	B488_05380
B488_RS06190	B488_RS06190	1386284	1386997	B488_RS06190-MONOMER	B488_12710
B488_RS01390	B488_RS01390	315794	318058	B488_RS01390-MONOMER	B488_02780
B488_RS02680	B488_RS02680	599416	600216	B488_RS02680-MONOMER	B488_05530
B488_RS03725	B488_RS03725	853579	854058	B488_RS03725-MONOMER	B488_07750
B488_RS03825	B488_RS03825	874198	874986	B488_RS03825-MONOMER	B488_07990
B488_RS02910	B488_RS02910	656794	658425	B488_RS02910-MONOMER	B488_05970
B488_RS06390	B488_RS06390	1425303	1427933	B488_RS06390-MONOMER	B488_13130
B488_RS03130	B488_RS03130	705865	711723	B488_RS03130-MONOMER	B488_06440
B488_RS06280	B488_RS06280	1403915	1404091	B488_RS06280-MONOMER	B488_12900
B488_RS01805	B488_RS01805	417298	418269	B488_RS01805-MONOMER	B488_03640
B488_RS00480	B488_RS00480	113720	114835	B488_RS00480-MONOMER	B488_00980
B488_RS02790	B488_RS02790	625238	625954	B488_RS02790-MONOMER	B488_05730
B488_RS06085	B488_RS06085	1365937	1366329	B488_RS06085-MONOMER	
B488_RS03585	B488_RS03585	826397	829315	B488_RS03585-MONOMER	B488_07420
B488_RS00785	B488_RS00785	190986	191495	B488_RS00785-MONOMER	B488_01580
B488_RS01660	B488_RS01660	386006	386272	B488_RS01660-MONOMER	B488_03340
B488_RS05560	B488_RS05560	1239316	1240113	B488_RS05560-MONOMER	B488_11420
B488_RS06635	B488_RS06635	1476436	1477152	B488_RS06635-MONOMER	B488_13560
B488_RS03960	B488_RS03960	902811	905156	B488_RS03960-MONOMER	B488_08280
B488_RS00165	B488_RS00165	45399	46331	B488_RS00165-MONOMER	B488_00320
B488_RS04925	B488_RS04925	1110394	1111194	B488_RS04925-MONOMER	B488_10150
B488_RS00935	B488_RS00935	227134	228459	B488_RS00935-MONOMER	B488_01870
B488_RS02005	B488_RS02005	476279	476899	B488_RS02005-MONOMER	B488_04110
B488_RS05215	B488_RS05215	1168244	1170429	B488_RS05215-MONOMER	B488_10710
