Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM0018	STM0018	17867	19966	STM0018-MONOMER
STM1499	STM1499	1576945	1579386	STM1499-MONOMER
STM0809	STM0809	874974	875582	STM0809-MONOMER
STM2828	STM2828	2974241	2974741	STM2828-MONOMER
STM1920	STM1920	2016651	2017154	STM1920-MONOMER
STM0078	STM0078	91744	92031	STM0078-MONOMER
STM2830	STM2830	2976004	2976501	STM2830-MONOMER
STM1987	STM1987	2069740	2071452	STM1987-MONOMER
STM3226	STM3226	3395201	3395863	STM3226-MONOMER
STM3299	STM3299	3467937	3468413	STM3299-MONOMER
STM3237	STM3237	3401745	3401909	STM3237-MONOMER
STM3759	STM3759	3958210	3959067	STM3759-MONOMER
STM0490	STM0490	547876	548847	STM0490-MONOMER
STM0550	STM0550	611495	612217	STM0550-MONOMER
STM0986	STM0986	1073204	1074436	STM0986-MONOMER
STM4265	STM4265	4503986	4504309	STM4265-MONOMER
STM3697	STM3697	3891467	3892663	STM3697-MONOMER
STM1021	STM1021	1110768	1111379	STM1021-MONOMER
STM3026	STM3026	3186660	3187736	STM3026-MONOMER
STM1481	STM1481	1558791	1559825	STM1481-MONOMER
STM2408	STM2408	2523718	2524959	STM2408-MONOMER
STM2804	STM2804	2951158	2951589	STM2804-MONOMER
STM3404	STM3404	3575242	3575715	STM3404-MONOMER
STM0061	STM0061	70880	72400	STM0061-MONOMER
STM4189	STM4189	4412302	4413933	STM4189-MONOMER
STM1968	STM1968	2056005	2056319	STM1968-MONOMER
STM1236	STM1236	1323212	1323541	STM1236-MONOMER
STM3279	STM3279	3444794	3446038	STM3279-MONOMER
STM0960	STM0960	1037374	1041429	STM0960-MONOMER
STM0533	STM0533	596055	597122	STM0533-MONOMER
STM1281	STM1281	1357604	1357711	STM1281-MONOMER
STM3735	STM3735	3927533	3928396	STM3735-MONOMER
STM2729	STM2729	2870272	2872701	STM2729-MONOMER
STM4239	STM4239	4461373	4461486	STM4239-MONOMER
STM1361	STM1361	1442943	1444154	STM1361-MONOMER
STM1005	STM1005	1098231	1099523	STM1005-MONOMER
STM1419	STM1419	1498735	1499382	STM1419-MONOMER
STM2777	STM2777	2923593	2925773	STM2777-MONOMER
STM1462	STM1462	1536297	1537412	STM1462-MONOMER
STM0041	STM0041	48372	50411	STM0041-MONOMER
PSLT105	PSLT105	86560	87279	PSLT105-MONOMER
STM1950	STM1950	2039655	2040377	STM1950-MONOMER
STM1540	STM1540	1615326	1616417	STM1540-MONOMER
STM3254	STM3254	3423477	3424391	STM3254-MONOMER
STM1901	STM1901	1995108	1996880	STM1901-MONOMER
STM0513	STM0513	573689	574783	STM0513-MONOMER
STM1604	STM1604	1693630	1695594	STM1604-MONOMER
STM3717	STM3717	3912499	3913509	STM3717-MONOMER
STM3204	STM3204	3369228	3370469	STM3204-MONOMER
STM4220	STM4220	4438483	4439832	STM4220-MONOMER
STM1670	STM1670	1763251	1764096	STM1670-MONOMER
STM0983	STM0983	1068137	1070401	STM0983-MONOMER
STM0470	STM0470	526621	526761	STM0470-MONOMER
STM2751	STM2751	2889743	2890117	STM2751-MONOMER
STM1747	STM1747	1841301	1841615	STM1747-MONOMER
STM1440	STM1440	1516041	1516562	STM1440-MONOMER
STM3675	STM3675	3862468	3863130	STM3675-MONOMER
STM0021	STM0021	24469	25011	STM0021-MONOMER
STM1823	STM1823	1920903	1921082	STM1823-MONOMER
STM1922	STM1922	2019195	2020124	STM1922-MONOMER
STM2381	STM2381	2492355	2492903	STM2381-MONOMER
STM3232	STM3232	3397952	3398437	STM3232-MONOMER
STM1869	STM1869	1965504	1966037	STM1869-MONOMER
STM0492	STM0492	550353	552029	STM0492-MONOMER
STM4165	STM4165	4382763	4383251	STM4165-MONOMER
STM3699	STM3699	3894130	3894951	STM3699-MONOMER
STM4252	STM4252	4472317	4472655	STM4252-MONOMER
STM2415	STM2415	2530162	2531577	STM2415-MONOMER
STM0939	STM0939	1015863	1017521	STM0939-MONOMER
STM4193	STM4193	4415492	4416361	STM4193-MONOMER
STM4258	STM4258	4478502	4479890	STM4258-MONOMER
STM0963	STM0963	1043795	1045087	STM0963-MONOMER
STM2712	STM2712	2858505	2858936	STM2712-MONOMER
STM2731	STM2731	2873546	2873773	STM2731-MONOMER
STM0034	STM0034	38773	39534	STM0034-MONOMER
STM1421	STM1421	1499646	1500425	STM1421-MONOMER
STM1402	STM1402	1487048	1487464	STM1402-MONOMER
PSLT107	PSLT107	86967	87197	PSLT107-MONOMER
STM2060	STM2060	2134225	2135283	STM2060-MONOMER
STM1906	STM1906	1999815	2000786	STM1906-MONOMER
PSLT088	PSLT088	68587	71235	PSLT088-MONOMER
STM3206	STM3206	3371493	3371855	STM3206-MONOMER
STM4422	STM4422	4665476	4665778	STM4422-MONOMER
STM0474	STM0474	528380	528754	STM0474-MONOMER
STM1883	STM1883	1975661	1976839	STM1883-MONOMER
STM3677	STM3677	3863977	3864672	STM3677-MONOMER
STM0282	STM0282	321112	322416	STM0282-MONOMER
STM2384	STM2384	2494540	2495625	STM2384-MONOMER
STM3183	STM3183	3346470	3347297	STM3183-MONOMER
STM4167	STM4167	4384158	4385222	STM4167-MONOMER
STM2232	STM2232	2332129	2333958	STM2232-MONOMER
STM0941	STM0941	1018614	1019732	STM0941-MONOMER
STM0448	STM0448	503211	503834	STM0448-MONOMER
STM2714	STM2714	2859032	2859460	STM2714-MONOMER
STM4562	STM4562	4816625	4816804	STM4562-MONOMER
STM1404	STM1404	1487966	1488748	STM1404-MONOMER
STM3653	STM3653	3838686	3839153	STM3653-MONOMER
PSLT091	PSLT091	71593	72225	PSLT091-MONOMER
STM0378	STM0378	432727	433035	STM0378-MONOMER
STM1885	STM1885	1977618	1979429	STM1885-MONOMER
STM2357	STM2357	2467177	2468583	STM2357-MONOMER
STM3186	STM3186	3348574	3350049	STM3186-MONOMER
STM0465	STM0465	523358	523927	STM0465-MONOMER
STM0450	STM0450	505543	507897	STM0450-MONOMER
STM4146	STM4146	4360616	4361800	STM4146-MONOMER
STM3656	STM3656	3841861	3842772	STM3656-MONOMER
STM0539	STM0539	601388	601825	STM0539-MONOMER
STM2359	STM2359	2469752	2471173	STM2359-MONOMER
STM0919	STM0919	991789	992118	STM0919-MONOMER
STM4148	STM4148	4362415	4362960	STM4148-MONOMER
STM0626	STM0626	689660	690340	STM0626-MONOMER
STM0921	STM0921	992895	993590	STM0921-MONOMER
STM2696	STM2696	2845815	2846300	STM2696-MONOMER
STM2698	STM2698	2849097	2849216	STM2698-MONOMER
STM0713	STM0713	779460	780392	STM0713-MONOMER
STM1384	STM1384	1469401	1470423	STM1384-MONOMER
STM1379	STM1379	1461731	1463074	STM1379-MONOMER
PSLT072	PSLT072	60123	60593	PSLT072-MONOMER
STM0813	STM0813	878353	879111	STM0813-MONOMER
STM1862	STM1862	1959504	1960418	STM1862-MONOMER
PSLT069	PSLT069	57316	57750	PSLT069-MONOMER
STM3168	STM3168	3328945	3331116	STM3168-MONOMER
STM2860	STM2860	3005849	3006193	STM2860-MONOMER
STM0433	STM0433	486228	486818	STM0433-MONOMER
STM1858	STM1858	1955793	1956062	STM1858-MONOMER
STM3633	STM3633	3819254	3820261	STM3633-MONOMER
STM3262	STM3262	3431476	3432249	STM3262-MONOMER
STM2343	STM2343	2456333	2456605	STM2343-MONOMER
STM3166	STM3166	3326406	3327890	STM3166-MONOMER
STM4119	STM4119	4335266	4337917	STM4119-MONOMER
STM0990	STM0990	1076497	1077273	STM0990-MONOMER
STM0904	STM0904	974377	974769	STM0904-MONOMER
STM0431	STM0431	484209	485312	STM0431-MONOMER
STM2679	STM2679	2819588	2820829	STM2679-MONOMER
STM3035	STM3035	3195964	3196215	STM3035-MONOMER
STM1359	STM1359	1440411	1441277	STM1359-MONOMER
STM3631	STM3631	3816597	3817922	STM3631-MONOMER
PSLT051	PSLT051	42455	43396	PSLT051-MONOMER
STM3456	STM3456	3607007	3607207	STM3456-MONOMER
STM1834	STM1834	1932087	1932707	STM1834-MONOMER
STM2341	STM2341	2454094	2454924	STM2341-MONOMER
STM3147	STM3147	3308794	3310497	STM3147-MONOMER
STM1252	STM1252	1336312	1337355	STM1252-MONOMER
STM0416	STM0416	469845	470948	STM0416-MONOMER
STM4116	STM4116	4331970	4332323	STM4116-MONOMER
STM3614	STM3614	3790282	3791568	STM3614-MONOMER
STM1292	STM1292	1370476	1370754	STM1292-MONOMER
STM2322	STM2322	2430919	2431896	STM2322-MONOMER
STM0902	STM0902	972550	973410	STM0902-MONOMER
STM4100	STM4100	4309726	4310886	STM4100-MONOMER
STM1376	STM1376	1459048	1459287	STM1376-MONOMER
STM4593	STM4593	4849530	4852067	STM4593-MONOMER
STM2676	STM2676	2816643	2816891	STM2676-MONOMER
STM0888	STM0888	958906	959574	STM0888-MONOMER
STM1473	STM1473	1549668	1550801	STM1473-MONOMER
STM2652	STM2652	2792658	2794013	STM2652-MONOMER
STM1357	STM1357	1437859	1439412	STM1357-MONOMER
STM1341	STM1341	1420634	1421185	STM1341-MONOMER
STM1546	STM1546	1622633	1624141	STM1546-MONOMER
PSLT034	PSLT034	24682	25242	PSLT034-MONOMER
PSLT049	PSLT049	40865	41281	PSLT049-MONOMER
STM1813	STM1813	1911662	1911994	STM1813-MONOMER
STM1612	STM1612	1701792	1702910	STM1612-MONOMER
STM3128	STM3128	3287516	3288817	STM3128-MONOMER
STM1831	STM1831	1929551	1930351	STM1831-MONOMER
STM0397	STM0397	450796	451485	STM0397-MONOMER
STM1685	STM1685	1778921	1780324	STM1685-MONOMER
STM3594	STM3594	3763952	3765994	STM3594-MONOMER
STM3145	STM3145	3307819	3308307	STM3145-MONOMER
STM2304	STM2304	2411317	2411574	STM2304-MONOMER
STM1754	STM1754	1850037	1850942	STM1754-MONOMER
STM4081	STM4081	4290278	4291045	STM4081-MONOMER
STM0413	STM0413	467538	468401	STM0413-MONOMER
STM4572	STM4572	4826485	4828893	STM4572-MONOMER
STM1839	STM1839	1936558	1936845	STM1839-MONOMER
STM0864	STM0864	936747	937505	STM0864-MONOMER
STM3612	STM3612	3787592	3788521	STM3612-MONOMER
STM2636	STM2636	2775590	2776819	STM2636-MONOMER
STM1874	STM1874	1968663	1969538	STM1874-MONOMER
STM1318	STM1318	1397105	1399357	STM1318-MONOMER
STM2320	STM2320	2429797	2430351	STM2320-MONOMER
PSLT010	PSLT010	5639	6538	PSLT010-MONOMER
STM4198	STM4198	4419395	4419850	STM4198-MONOMER
STM1794	STM1794	1893092	1893181	STM1794-MONOMER
STM4098	STM4098	4306897	4308687	STM4098-MONOMER
STM3104	STM3104	3263121	3264257	STM3104-MONOMER
STM4103	STM4103	4315530	4316654	STM4103-MONOMER
STM0372	STM0372	423679	424653	STM0372-MONOMER
STM4591	STM4591	4847829	4848914	STM4591-MONOMER
STM3569	STM3569	3737039	3738094	STM3569-MONOMER
STM4018	STM4018	4227250	4228632	STM4018-MONOMER
STM2286	STM2286	2393109	2394299	STM2286-MONOMER
STM0886	STM0886	956232	957719	STM0886-MONOMER
STM4062	STM4062	4272343	4273305	STM4062-MONOMER
STM3946	STM3946	4152035	4152238	STM3946-MONOMER
STM4550	STM4550	4808155	4808943	STM4550-MONOMER
STM2650	STM2650	2789149	2789829	STM2650-MONOMER
STM0845	STM0845	914965	915714	STM0845-MONOMER
STM3827	STM3827	4029225	4030562	STM3827-MONOMER
STM2619	STM2619	2763714	2764325	STM2619-MONOMER
STM1339	STM1339	1419060	1419359	STM1339-MONOMER
STM1301	STM1301	1380444	1380860	STM1301-MONOMER
STM3765	STM3765	3965704	3966606	STM3765-MONOMER
STM1776	STM1776	1873325	1874407	STM1776-MONOMER
PSLT031	PSLT031	21466	22248	PSLT031-MONOMER
STM3083	STM3083	3244372	3245844	STM3083-MONOMER
STM3690	STM3690	3880513	3881196	STM3690-MONOMER
STM0352	STM0352	397058	398284	STM0352-MONOMER
STM1811	STM1811	1910414	1910875	STM1811-MONOMER
STM3551	STM3551	3720474	3722216	STM3551-MONOMER
STM3623	STM3623	3806244	3806435	STM3623-MONOMER
STM2265	STM2265	2363133	2364194	STM2265-MONOMER
STM3124	STM3124	3284097	3284780	STM3124-MONOMER
STM4041	STM4041	4251789	4252112	STM4041-MONOMER
STM3552	STM3552	3722342	3722758	STM3552-MONOMER
STM4530	STM4530	4786318	4787274	STM4530-MONOMER
STM0395	STM0395	446242	449382	STM0395-MONOMER
STM0827	STM0827	892404	894626	STM0827-MONOMER
STM3115	STM3115	3275340	3276047	STM3115-MONOMER
STM2601	STM2601	2750084	2750467	STM2601-MONOMER
STM3592	STM3592	3761626	3763095	STM3592-MONOMER
STM1279	STM1279	1356178	1356972	STM1279-MONOMER
STM1146	STM1146	1232593	1232913	STM1146-MONOMER
STM1750	STM1750	1845997	1846614	STM1750-MONOMER
STM2302	STM2302	2410610	2410945	STM2302-MONOMER
STM3066	STM3066	3227595	3228230	STM3066-MONOMER
STM3347	STM3347	3514863	3515267	STM3347-MONOMER
STM0320	STM0320	364981	366033	STM0320-MONOMER
STM4079	STM4079	4289083	4289412	STM4079-MONOMER
STM3528	STM3528	3690852	3692411	STM3528-MONOMER
STM2965	STM2965	3116333	3116662	STM2965-MONOMER
STM2249	STM2249	2348986	2350917	STM2249-MONOMER
STM4569	STM4569	4823726	4824949	STM4569-MONOMER
STM4020	STM4020	4230758	4231615	STM4020-MONOMER
STM0881	STM0881	952600	953073	STM0881-MONOMER
STM4500	STM4500	4753959	4755590	STM4500-MONOMER
STM0862	STM0862	934630	935256	STM0862-MONOMER
STM0798	STM0798	864436	866457	STM0798-MONOMER
STM3198	STM3198	3359788	3360408	STM3198-MONOMER
STM2585	STM2585	2731357	2731902	STM2585-MONOMER
STM2633	STM2633	2773848	2775005	STM2633-MONOMER
STM1250	STM1250	1335082	1335354	STM1250-MONOMER
STM2779	STM2779	2926299	2926631	STM2779-MONOMER
STM1725	STM1725	1821705	1823063	STM1725-MONOMER
STM1316	STM1316	1394935	1396290	STM1316-MONOMER
STM3048	STM3048	3206924	3207904	STM3048-MONOMER
STM2671	STM2671	2812988	2813506	STM2671-MONOMER
STM0296	STM0296	340455	340703	STM0296-MONOMER
PSLT008	PSLT008	3967	4725	PSLT008-MONOMER
STM3507	STM3507	3666478	3666714	STM3507-MONOMER
STM2532	STM2532	2667763	2672697	STM2532-MONOMER
STM2219	STM2219	2320154	2321743	STM2219-MONOMER
STM1792	STM1792	1890387	1891931	STM1792-MONOMER
STM3994	STM3994	4202209	4202793	STM3994-MONOMER
STM2449	STM2449	2559694	2560230	STM2449-MONOMER
STM4480	STM4480	4723472	4724554	STM4480-MONOMER
STM3102	STM3102	3262237	3262527	STM3102-MONOMER
STM0781	STM0781	845678	846451	STM0781-MONOMER
STM2395	STM2395	2506054	2506992	STM2395-MONOMER
STM2565	STM2565	2708255	2712142	STM2565-MONOMER
STM0370	STM0370	420197	421648	STM0370-MONOMER
STM1227	STM1227	1313407	1314636	STM1227-MONOMER
STM2329	STM2329	2439892	2440044	STM2329-MONOMER
STM1705	STM1705	1799917	1800135	STM1705-MONOMER
STM3567	STM3567	3734514	3735611	STM3567-MONOMER
STM3020	STM3020	3180965	3181828	STM3020-MONOMER
STM0332	STM0332	375716	376630	STM0332-MONOMER
STM0272	STM0272	311195	313834	STM0272-MONOMER
STM2284	STM2284	2390235	2391863	STM2284-MONOMER
STM3491	STM3491	3645222	3645761	STM3491-MONOMER
STM4504	STM4504	4758472	4759383	STM4504-MONOMER
STM2196	STM2196	2292680	2294047	STM2196-MONOMER
STM4060	STM4060	4270608	4271108	STM4060-MONOMER
STM3970	STM3970	4177304	4178059	STM3970-MONOMER
STM2180	STM2180	2276880	2277788	STM2180-MONOMER
STM4461	STM4461	4704959	4705060	STM4461-MONOMER
STM4548	STM4548	4806821	4807495	STM4548-MONOMER
STM0762	STM0762	825481	826326	STM0762-MONOMER
STM0149	STM0149	171810	173216	STM0149-MONOMER
STM2542	STM2542	2681123	2681509	STM2542-MONOMER
STM0843	STM0843	911350	913782	STM0843-MONOMER
STM1205	STM1205	1290393	1290752	STM1205-MONOMER
STM4346	STM4346	4588868	4589182	STM4346-MONOMER
STM1686	STM1686	1780467	1780781	STM1686-MONOMER
STM2617	STM2617	2762903	2763580	STM2617-MONOMER
STM2997	STM2997	3156105	3156425	STM2997-MONOMER
STM1949	STM1949	2039364	2039588	STM1949-MONOMER
STM0243	STM0243	284297	285004	STM0243-MONOMER
STM1298	STM1298	1376648	1378597	STM1298-MONOMER
STM3471	STM3471	3620954	3621121	STM3471-MONOMER
PSLT061	PSLT061	50922	51686	PSLT061-MONOMER
STM2171	STM2171	2268000	2268761	STM2171-MONOMER
STM1772	STM1772	1870401	1871255	STM1772-MONOMER
STM3948	STM3948	4153096	4153803	STM3948-MONOMER
PSLT033	PSLT033	23477	23962	PSLT033-MONOMER
STM4435	STM4435	4679389	4680204	STM4435-MONOMER
STM3081	STM3081	3242332	3243339	STM3081-MONOMER
STM0737	STM0737	804564	805772	STM0737-MONOMER
STM4194	STM4194	4416358	4416630	STM4194-MONOMER
STM2525	STM2525	2658697	2659863	STM2525-MONOMER
STM0350	STM0350	392420	393931	STM0350-MONOMER
STM1188	STM1188	1273236	1273979	STM1188-MONOMER
STM4082	STM4082	4291158	4291754	STM4082-MONOMER
STM1664	STM1664	1757883	1758485	STM1664-MONOMER
STM3547	STM3547	3716382	3717596	STM3547-MONOMER
STM2974	STM2974	3125676	3126323	STM2974-MONOMER
STM4014	STM4014	4222980	4224005	STM4014-MONOMER
STM0225	STM0225	264917	265402	STM0225-MONOMER
STM2263	STM2263	2360761	2362404	STM2263-MONOMER
STM3448	STM3448	3602342	3602716	STM3448-MONOMER
STM3941	STM3941	4149573	4150115	STM3941-MONOMER
STM2148	STM2148	2242253	2242567	STM2148-MONOMER
STM4038	STM4038	4248016	4248852	STM4038-MONOMER
STM3922	STM3922	4131692	4132759	STM3922-MONOMER
STM3805	STM3805	4006748	4007095	STM3805-MONOMER
STM4415	STM4415	4655513	4656511	STM4415-MONOMER
STM4527	STM4527	4784484	4785398	STM4527-MONOMER
STM0719	STM0719	784020	785171	STM0719-MONOMER
STM3758	STM3758	3957735	3958199	STM3758-MONOMER
STM2500	STM2500	2614109	2614747	STM2500-MONOMER
STM0822	STM0822	889335	890309	STM0822-MONOMER
STM1171	STM1171	1256609	1257031	STM1171-MONOMER
STM3679	STM3679	3865912	3867867	STM3679-MONOMER
STM1645	STM1645	1736956	1737147	STM1645-MONOMER
STM2598	STM2598	2747789	2748190	STM2598-MONOMER
STM2955	STM2955	3102447	3102803	STM2955-MONOMER
STM3609	STM3609	3783064	3784386	STM3609-MONOMER
STM0207	STM0207	242063	242761	STM0207-MONOMER
STM1272	STM1272	1351761	1351943	STM1272-MONOMER
STM3432	STM3432	3591835	3592026	STM3432-MONOMER
STM3546	STM3546	3715629	3716117	STM3546-MONOMER
STM2126	STM2126	2214282	2215523	STM2126-MONOMER
STM1746	STM1746	1839602	1841350	STM1746-MONOMER
STM3902	STM3902	4110632	4110892	STM3902-MONOMER
STM3107	STM3107	3266723	3267442	STM3107-MONOMER
STM4393	STM4393	4631250	4631477	STM4393-MONOMER
STM3064	STM3064	3225596	3226489	STM3064-MONOMER
STM0694	STM0694	757131	757661	STM0694-MONOMER
STM1132	STM1132	1221630	1222910	STM1132-MONOMER
STM2481	STM2481	2593646	2596759	STM2481-MONOMER
STM0318	STM0318	363227	364471	STM0318-MONOMER
STM1148	STM1148	1233480	1234964	STM1148-MONOMER
STM3332	STM3332	3500625	3501728	STM3332-MONOMER
STM1624	STM1624	1713253	1714596	STM1624-MONOMER
STM3525	STM3525	3688217	3688543	STM3525-MONOMER
STM2939	STM2939	3079461	3080111	STM2939-MONOMER
STM2936	STM2936	3075557	3076603	STM2936-MONOMER
STM0189	STM0189	218309	220783	STM0189-MONOMER
STM2247	STM2247	2347392	2348435	STM2247-MONOMER
STM3416	STM3416	3584323	3584943	STM3416-MONOMER
STM0871	STM0871	944668	945045	STM0871-MONOMER
STM2109	STM2109	2192601	2193722	STM2109-MONOMER
STM4016	STM4016	4225023	4225715	STM4016-MONOMER
STM3875	STM3875	4084179	4084622	STM3875-MONOMER
STM3184	STM3184	3347322	3347744	STM3184-MONOMER
STM4371	STM4371	4614890	4615588	STM4371-MONOMER
STM4496	STM4496	4747003	4750644	STM4496-MONOMER
STM0668	STM0668	732769	733242	STM0668-MONOMER
STM2766	STM2766	2907789	2908427	STM2766-MONOMER
STM2458	STM2458	2567250	2568611	STM2458-MONOMER
STM0796	STM0796	862351	863106	STM0796-MONOMER
STM1126	STM1126	1214304	1215158	STM1126-MONOMER
STM2655	STM2655	2795783	2796238	STM2655-MONOMER
STM1599	STM1599	1689948	1690718	STM1599-MONOMER
STM2583	STM2583	2726773	2728572	STM2583-MONOMER
STM2918	STM2918	3060711	3061634	STM2918-MONOMER
STM2516	STM2516	2647592	2648551	STM2516-MONOMER
STM0172	STM0172	202181	203107	STM0172-MONOMER
STM1244	STM1244	1331166	1331429	STM1244-MONOMER
STM3389	STM3389	3560035	3560697	STM3389-MONOMER
STM2438	STM2438	2550587	2550967	STM2438-MONOMER
STM2093	STM2093	2174117	2175109	STM2093-MONOMER
STM1723	STM1723	1818544	1820106	STM1723-MONOMER
STM3858	STM3858	4064805	4066178	STM3858-MONOMER
STM2386	STM2386	2496759	2497310	STM2386-MONOMER
STM4351	STM4351	4595420	4596160	STM4351-MONOMER
STM3044	STM3044	3204431	3205327	STM3044-MONOMER
STM0647	STM0647	708523	709113	STM0647-MONOMER
STM2294	STM2294	2401775	2402422	STM2294-MONOMER
STM2437	STM2437	2549809	2550528	STM2437-MONOMER
STM0294	STM0294	338839	339276	STM0294-MONOMER
STM1106	STM1106	1193161	1193952	STM1106-MONOMER
STM0325	STM0325	369198	369998	STM0325-MONOMER
STM1578	STM1578	1664418	1665962	STM1578-MONOMER
STM3505	STM3505	3663901	3664128	STM3505-MONOMER
STM2897	STM2897	3040489	3041607	STM2897-MONOMER
STM4501	STM4501	4755595	4755852	STM4501-MONOMER
STM0150	STM0150	173380	174753	STM0150-MONOMER
STM2217	STM2217	2318033	2319127	STM2217-MONOMER
STM3370	STM3370	3539854	3541323	STM3370-MONOMER
STM2161	STM2161	2257157	2257264	STM2161-MONOMER
STM2076	STM2076	2154648	2155385	STM2076-MONOMER
STM3987	STM3987	4195149	4195694	STM3987-MONOMER
STM3838	STM3838	4043637	4045037	STM3838-MONOMER
STM0099	STM0099	116299	116601	STM0099-MONOMER
STM4333	STM4333	4578557	4579585	STM4333-MONOMER
STM4477	STM4477	4720466	4721977	STM4477-MONOMER
STM0629	STM0629	692918	693127	STM0629-MONOMER
STM4316	STM4316	4562038	4562259	STM4316-MONOMER
STM1088	STM1088	1176438	1177313	STM1088-MONOMER
STM0779	STM0779	844445	845233	STM0779-MONOMER
STM1559	STM1559	1638185	1640713	STM1559-MONOMER
STM1938	STM1938	2031683	2032348	STM1938-MONOMER
STM2881	STM2881	3024419	3024667	STM2881-MONOMER
STM2563	STM2563	2705409	2706173	STM2563-MONOMER
STM0132	STM0132	154360	155622	STM0132-MONOMER
PSLT022	PSLT022	16074	16380	
STM3348	STM3348	3515424	3516791	STM3348-MONOMER
STM1225	STM1225	1311173	1312036	STM1225-MONOMER
STM2058	STM2058	2132709	2133611	STM2058-MONOMER
STM4181	STM4181	4400260	4400697	STM4181-MONOMER
STM3820	STM3820	4018608	4020008	STM3820-MONOMER
STM1703	STM1703	1796536	1798518	STM1703-MONOMER
STM4315	STM4315	4560898	4561773	STM4315-MONOMER
STM4059	STM4059	4269759	4270457	STM4059-MONOMER
STM0611	STM0611	673707	675986	STM0611-MONOMER
STM3018	STM3018	3178398	3179234	STM3018-MONOMER
STM1069	STM1069	1160429	1160881	STM1069-MONOMER
STM4010	STM4010	4219275	4220009	STM4010-MONOMER
STM1536	STM1536	1610681	1611289	STM1536-MONOMER
STM0268	STM0268	306724	308607	STM0268-MONOMER
STM2861	STM2861	3006375	3007292	STM2861-MONOMER
STM3907	STM3907	4115995	4116336	STM3907-MONOMER
STM0116	STM0116	135898	137559	STM0116-MONOMER
STM3488	STM3488	3643221	3644459	STM3488-MONOMER
STM2032	STM2032	2109681	2110820	STM2032-MONOMER
STM3799	STM3799	4000812	4001897	STM3799-MONOMER
STM3331	STM3331	3499000	3500418	STM3331-MONOMER
STM2193	STM2193	2290442	2291110	STM2193-MONOMER
STM3797A	STM3797A	3998345	3998459	STM3797A-MONOMER
STM3752	STM3752	3948999	3949343	STM3752-MONOMER
STM4295	STM4295	4537654	4538415	STM4295-MONOMER
STM3967	STM3967	4173806	4174618	STM3967-MONOMER
STM0591	STM0591	651579	652568	STM0591-MONOMER
STM3659	STM3659	3844397	3844750	STM3659-MONOMER
STM1050	STM1050	1138902	1139483	STM1050-MONOMER
STM4459	STM4459	4703514	4703975	STM4459-MONOMER
STM1517	STM1517	1595822	1596724	STM1517-MONOMER
STM3588	STM3588	3757081	3758277	STM3588-MONOMER
STM2842	STM2842	2987741	2989981	STM2842-MONOMER
STM0760	STM0760	823775	824827	STM0760-MONOMER
STM0097	STM0097	113082	115433	STM0097-MONOMER
STM3160	STM3160	3320743	3320892	STM3160-MONOMER
STM2016	STM2016	2097300	2098370	STM2016-MONOMER
STM3964	STM3964	4168573	4169526	STM3964-MONOMER
STM3314	STM3314	3479978	3480955	STM3314-MONOMER
STM1210	STM1210	1293647	1294189	STM1210-MONOMER
STM3780	STM3780	3979842	3980702	STM3780-MONOMER
STM4453	STM4453	4695118	4696770	STM4453-MONOMER
STM0572	STM0572	632190	633176	STM0572-MONOMER
STM3392	STM3392	3565629	3565850	STM3392-MONOMER
STM4280	STM4280	4518899	4519855	STM4280-MONOMER
STM0756	STM0756	820236	821279	STM0756-MONOMER
STM1034	STM1034	1122841	1123164	STM1034-MONOMER
STM3022	STM3022	3182529	3183758	STM3022-MONOMER
STM1496	STM1496	1572924	1573781	STM1496-MONOMER
STM2540	STM2540	2680060	2680575	STM2540-MONOMER
STM2820	STM2820	2968994	2969560	STM2820-MONOMER
STM0968	STM0968	1049611	1050759	STM0968-MONOMER
STM0074	STM0074	86686	88203	STM0074-MONOMER
STM1203	STM1203	1286359	1287792	STM1203-MONOMER
STM1981	STM1981	2066348	2067142	STM1981-MONOMER
STM3231	STM3231	3397508	3397807	STM3231-MONOMER
STM3295	STM3295	3463744	3464592	STM3295-MONOMER
STM1683	STM1683	1776174	1777715	STM1683-MONOMER
STM3753	STM3753	3950021	3951211	STM3753-MONOMER
STM2812	STM2812	2959444	2960628	STM2812-MONOMER
STM0546	STM0546	606051	608663	STM0546-MONOMER
STM2995	STM2995	3149652	3152540	STM2995-MONOMER
STM4256	STM4256	4476302	4476832	STM4256-MONOMER
STM2761	STM2761	2901484	2903358	STM2761-MONOMER
STM1018	STM1018	1108726	1109016	STM1018-MONOMER
STM0240	STM0240	281235	281657	STM0240-MONOMER
STM1477	STM1477	1552536	1553918	STM1477-MONOMER
STM2616	STM2616	2762067	2762630	STM2616-MONOMER
STM2795	STM2795	2945155	2945604	STM2795-MONOMER
STM3469	STM3469	3619767	3620330	STM3469-MONOMER
STM0058	STM0058	68637	69680	STM0058-MONOMER
STM2509	STM2509	2622291	2622647	STM2509-MONOMER
STM1963	STM1963	2051664	2053148	STM1963-MONOMER
STM2168	STM2168	2265523	2266470	STM2168-MONOMER
STM3268	STM3268	3436993	3437661	STM3268-MONOMER
STM2423	STM2423	2535946	2536707	STM2423-MONOMER
STM0529	STM0529	591363	593027	STM0529-MONOMER
STM3943	STM3943	4150560	4150880	STM3943-MONOMER
STM3732	STM3732	3925297	3925893	STM3732-MONOMER
STM2377	STM2377	2487867	2488523	STM2377-MONOMER
